Date,Weighted Industry Change,BIG Change,FIVE Change,M Change,KSS Change,WMT Change
2011-06-07,0.0123011943636994,0.0234102451591603,0.0,0.0269871153484102,0.005132221127444,-0.0020392435753572
2011-06-08,0.0027911578136036,-0.0052828459300926,0.0,0.0076059065494522,-0.0007858725801217,0.0014922218885775
2011-06-09,-0.0020979429299997,0.0118600887190927,0.0,-0.0042478173179965,-0.0035384373688861,-0.0020472847811045
2011-06-10,-0.018362574430461,0.0,0.0,-0.0268048610532628,-0.0146534985835008,-0.0177007076700791
2011-06-13,-0.0042008574505811,-0.0003099293878924,0.0,-0.0047689312921391,0.0,-0.0054810228002963
2011-06-14,0.0066630808093331,0.0024652700917278,0.0,0.018254837938732,0.000398336150734,0.0009458803723652
2011-06-15,-0.0064843724609218,-0.0003091626928271,0.0,-0.0105148299122889,-0.0026052317462919,-0.006079021628696
2011-06-16,-0.0034377933213224,-0.0015484433460173,0.0,-0.0175439122396566,0.0024067174170843,0.0070530452352133
2011-06-17,-0.0016072215354452,0.0009268642256451,0.0,0.0062730654575999,-0.0031815439351623,-0.0045232128204881
2011-06-20,0.0107832904083937,0.0095737352800462,0.0,0.0169179505493745,0.0205876997626546,0.0064516157052314
2011-06-21,0.0067200491495792,0.0033373972514272,0.0,0.0161812575182013,0.0003910922565971,0.0035782005059537
2011-06-22,-0.0041044139563022,-0.0102843357067303,0.0,-0.006013444412494,-0.0054794283298987,-0.0016949181765373
2011-06-23,0.0105459246175009,0.0132757120493555,0.0,0.0346071016489627,0.0101210982815617,-0.0013118383437695
2011-06-24,-0.0179622313514853,-0.0118721280902242,0.0,-0.0213062773623426,-0.0265747735117329,-0.0146643880322494
2011-06-27,0.0033474212531164,0.0145241412805405,0.0,0.0028500151256076,0.0133171878354263,-0.0005733711672753
2011-06-28,0.0064778181423203,0.0066767041247933,0.0,0.0151943574829738,0.0075486902455978,0.0017162500942944
2011-06-29,-0.0034898466345166,-0.0147191848900864,0.0,-0.0041550877898838,-0.0100117458830437,0.000380092325535
2011-06-30,0.0065069939106204,0.0109789753064961,0.0,0.0145732158480687,-0.0104867943093231,0.0091150691915528
2011-07-01,0.0169297059152315,0.0164621143242284,0.0,0.0239889941148033,0.032701881151532,0.0060161628705802
2011-07-05,-0.0045131339619505,-0.0147579688381578,0.0,-0.0106951769387783,-0.0038669906848222,0.0009373685211382
2011-07-06,-0.0081775937073845,-0.0017990273265022,0.0,-0.0223501467004904,0.0106713082516622,0.005427679466048
2011-07-07,0.0139100869298901,0.034287348830967,0.0,0.0207774439917684,0.021611727804994,-0.0014659706213084
2011-07-08,0.0068737287119303,0.0034985112114844,0.0,0.0163715257641821,0.0098828865585537,-0.0031336068008353
2011-07-11,-0.0011124506780974,-0.005870289543027,0.0,-0.0087073082239559,0.0080467926893436,0.0009290084976598
2011-07-12,0.0084451480820161,0.0038587436454264,0.0,0.0115961854067789,0.017665292722612,0.0014852954966742
2011-07-13,-0.0010609075971493,0.0085294386919807,0.0,0.0006711563179773,-0.0065895411670024,-0.0009247131004762
2011-07-14,0.0020437218573115,-0.0090300424339212,0.0,0.0030030081631596,0.0025076013802057,0.0020553178141014
2011-07-15,-0.0037044373117352,-0.0108313505133928,0.0,-0.00563847689701,-0.0058844832432215,-0.0018611292568964
2011-07-18,-0.004641310667111,0.0038690795838983,0.0,-0.0073553766123981,-0.0104147608306682,-0.0016850805625355
2011-07-19,0.0111691358572001,0.0088678457234122,0.0,0.0076897206088158,0.0207469153806143,0.0106741512834599
2011-07-20,-0.0058846297852874,0.0107935460839483,0.0,-0.0201919470867003,-0.0061805100161902,-0.0003709971771522
2011-07-21,0.0074119853602912,0.0189546195633716,0.0,0.0040241730537047,0.005655703154265,0.008703726309317
2011-07-22,0.0077764533239788,0.0095532495400442,0.0,0.0170056763179101,-0.0012265585280977,-0.0010993288984624
2011-07-25,-0.0033010432441594,0.0014081400766354,0.0,-0.0079522786180026,-0.0032074181860595,-0.0011104490088705
2011-07-26,-0.0031904598627379,0.0219347229801495,0.0,0.0010037031534999,0.0005349282866868,-0.0081435986794356
2011-07-27,-0.0094558577731995,-0.0224251822410416,0.0,-0.0171717244370657,-0.013806714209135,-0.0035553636151111
2011-07-28,-0.004559719933723,0.0002833188232876,0.0,-0.0061707337917376,0.00181584301208,-0.0060026202697594
2011-07-29,0.0017683296829333,-0.0054254318739412,0.0,0.0101469879741601,0.0,-0.0013262541955892
2011-08-01,-0.0013112465781006,-0.0241271213501449,0.0,0.0058399200525435,-0.012316615041695,-0.0032203443965574
2011-08-02,-0.0247830893042128,-0.031560543323455,0.0,-0.0382875182386482,-0.0299445282361644,-0.0107197809207162
2011-08-03,-0.0057265692814714,-0.0204511369977679,0.0,0.0072385366997565,-0.0135237920851934,-0.009273561781331
2011-08-04,-0.0301026263620528,-0.0086686930622465,0.0,-0.050853668396675,-0.0379414953998445,-0.0174544650921547
2011-08-05,-0.0021539065527887,-0.0164289772744067,0.0,-0.0026305784749584,-0.020501173321545,0.0051393224105359
2011-08-08,-0.0493765835349113,-0.0677802364242328,0.0,-0.0647286870417837,-0.0683336540343365,-0.0370078955974413
2011-08-09,0.0394535646172299,0.0381341130364776,0.0,0.0430504785028743,0.0620438232489961,0.0299959371232126
2011-08-10,-0.0321628215966481,-0.0013333638509115,0.0,-0.0365422505813852,-0.0300043569089591,-0.0321871370575261
2011-08-11,0.0232030934584904,0.0396138012796759,0.0,0.0311614927678216,0.0237068628867949,0.0180143520082488
2011-08-12,-0.0115175101939331,0.0066581825737763,0.0,-0.0244368569662613,-0.0048147276540156,-0.0069859977002171
2011-08-15,0.0008104175986071,0.0103254643463057,0.0,0.0011668878924086,-0.007517239819163,0.0020047809137882
2011-08-16,0.0058735956028312,0.004368155787241,0.0,-0.0082676806152175,0.009772659601764,0.0093312510701954
2011-08-17,-0.0159245306814413,-0.0252152424133331,0.0,-0.0307571241274781,-0.0198620264806814,-0.0032869678969484
2011-08-18,0.0047302690613889,-0.0242875654269083,0.0,-0.0314861464991104,-0.0015384548313014,0.025341568729541
2011-08-19,0.0162521956842046,0.0104096527466302,0.0,0.019349188148034,0.0096218464620579,0.0157311620157218
2011-08-22,-0.0049881225186519,0.0211726254845876,0.0,-0.0138947336297285,-0.0091562716094456,-0.0009571793673663
2011-08-23,0.0251798717248753,0.0174602932400173,0.0,0.0362319017323539,0.0311131025993099,0.020130353530142
2011-08-24,0.0202428921445198,0.0140933529169589,0.0,0.0374793995748372,0.0140905176187461,0.0066012536985907
2011-08-25,-0.0206914756932668,-0.0070899985195116,0.0,-0.0332147142024084,-0.0284697633937436,-0.0127388589653281
2011-08-26,0.015955253600306,0.0435750895662146,0.0,0.0263808484587937,0.0169124590645837,0.0020837395045244
2011-08-29,0.0138230807263327,0.0147412105603759,0.0,0.0288538131066668,0.0031565174607888,0.0015062702963295
2011-08-30,-0.0002133340404419,-0.0014845379040232,0.0,0.0111710680182884,-0.0103989362240406,-0.0007567331643105
2011-08-31,-0.0063367030768798,-0.0002948487637332,0.0,-0.0163001672292188,-0.0125719187886478,0.0035848797492259
2011-09-01,-0.0114359372085459,-0.0223528918097999,0.0,-0.0100897031186219,-0.0130463637077727,-0.0103383313754326
2011-09-02,-0.0121095849715201,-0.0150769747220554,0.0,-0.0249903734260066,-0.007904211467249,-0.0042105496785284
2011-09-06,0.0119363695593778,0.0237636411567867,0.0,0.02096178505882,0.0177487655685885,0.0038850187396634
2011-09-07,0.0190067513603104,0.0132880190687709,0.0,0.0359257737920658,0.0190346732892967,0.0071085290549115
2011-09-08,-0.0044526588177703,-0.0143686156881907,0.0,-0.0069310128065574,-0.0168086064086402,0.0024961069287146
2011-09-09,-0.012466390405927,-0.0078198312596011,0.0,-0.0129411734786687,-0.0177542189699613,-0.0104046416117748
2011-09-12,0.028338161008475,0.0102334406824343,0.0,0.0350524113590067,0.0421800650975364,0.0190757374593981
2011-09-13,-0.0081530133519629,-0.0116940246214358,0.0,-0.0159161430034625,-1.1529136789842455e-16,-0.0038617640356034
2011-09-14,0.0169647925915043,0.0,0.0,0.0250587066055796,0.0241128615870563,0.0094759560460701
2011-09-15,0.0232113891794939,0.0329191780583357,0.0,0.0358084745949148,0.0309481958935739,0.0055533721572399
2011-09-16,-0.000390267778937,-0.0011901492056215,0.0,0.000360628526755,0.0078506030871931,-0.001895705670542
2011-09-19,0.0099257205261439,0.0245380616321519,0.0,0.0121189838139435,0.0121925068411597,0.005174405062947
2011-09-20,-0.0093061218282799,-0.0082596631678729,0.0,-0.0137084837727082,-0.0147213622328275,-0.0028603683277986
2011-09-21,-0.0311163472389871,-0.025320181169145,0.0,-0.0428728485541476,-0.0372033709950062,-0.0198625077044352
2011-09-22,-0.0024568426944511,0.0157331051557048,0.0,-0.0087266688355413,0.0208142685728285,-0.00730508855746
2011-09-23,0.0278182795163753,0.0369794473407009,0.0,0.0368272678460992,0.0447963689606202,0.0123554987667233
2011-09-26,0.0320818629004772,0.0344827547104255,0.0,0.0491550973231199,0.0307460837837467,0.0174715985147095
2011-09-27,-0.0163344078816415,0.0039547848478507,0.0,-0.0299785916796855,-0.0207477840981664,-0.0063025559054222
2011-09-28,-0.0082016258454124,-0.020586564046359,0.0,-0.0011024910072124,-0.0043804566226178,-0.0155410125708622
2011-09-29,-0.0036382035958542,-0.0212464593827127,0.0,-0.0158844953768488,0.0061501242161804,0.0023161345049995
2011-09-30,0.001167042936097,0.0199121603160244,0.0,-0.0222882756229297,0.0159320631883702,0.000964379040103
2011-10-03,-0.0147422976434846,-0.0403109049707604,0.0,-0.0283416221302109,-0.0280944072358721,0.001541981779306
2011-10-04,0.0366957383065618,0.0321407334143078,0.0,0.0480577010788171,0.0538135778489587,0.0220332306274911
2011-10-05,-0.0015732134763292,-0.0134977369264914,0.0,-0.0011450643424385,-0.0006056236059684,-0.0009487521126508
2011-10-06,0.00965459439573,0.01721062324115,0.0,0.0271950570770749,-0.0104722144419115,0.000189577573284
2011-10-07,0.0089679350803983,-0.0260642265565689,0.0,0.0127771568879869,0.001997173451779,0.0116804617652072
2011-10-10,0.0114813474369511,0.0102851102372444,0.0,0.0091074678707304,0.0161037615673281,0.0114412762925675
2011-10-11,0.0007308253927835,0.018895281463655,0.0,0.0174800242384702,-0.0305845532525019,-0.0010952457088484
2011-10-12,0.0031278419011263,-0.0127732264770528,0.0,0.0074442041345857,-0.0001990507988118,0.002724823396145
2011-10-13,0.0014363951885809,0.0005795554545475,0.0,0.0081792153404005,-0.0048067630082091,-0.0003633804039061
2011-10-14,0.0065072027617775,-0.0077497260786785,0.0,0.0121065507892439,0.0035806704503019,0.0032561560989614
2011-10-17,-0.0014794990798123,0.012998289336312,0.0,-0.0075679159155155,-0.0027938413079866,-0.0001825540438646
2011-10-18,0.0280463637824565,0.0296380994871738,0.0,0.034887678580864,0.0437912920397617,0.0172916051453559
2011-10-19,0.0025615336326473,0.0133037560387033,0.0,-0.0107599091219558,0.0005768996018629,0.0096930699048934
2011-10-20,0.0113037220304606,0.0117198234197467,0.0,0.0020353247701055,0.0341930439539879,0.00302487840992
2011-10-21,0.0028577521047625,0.0005339150627999,0.0,-0.0033400260416153,0.0144140861878819,0.0031723032279504
2011-10-24,0.0199485814465562,0.0182926459273353,0.0,0.0404547307921827,0.0033216517759248,-0.0017581274075329
2011-10-25,-0.0018512217781667,-0.0151514638153831,0.0,0.0026246694523468,-0.0161860266397167,0.0008824432967736
2011-10-26,-0.0063651168771863,-0.0126382187472787,0.0,-0.0132386133839956,-0.0246084957092478,0.0047285545530449
2011-10-27,0.0066183925489346,-0.0192507255516749,0.0,0.0149443339253692,0.018432353292536,0.0001730473419119
2011-10-28,-0.0121737214529619,-0.0031779379560071,0.0,-0.0106918289542489,-0.0177678901751242,-0.0121002068574872
2011-10-31,-0.0024693179832972,0.0088329232057342,0.0,-0.0138888375498308,0.0077946741312896,0.0024743617023283
2011-11-01,0.0209118476815146,0.0103176007202247,0.0,0.0347676507885522,0.0300212900444381,0.0073450349275104
2011-11-02,-0.001677044499666,0.0098012962088678,0.0,-0.0129785730853675,0.0122585409647401,0.0015853470470701
2011-11-03,0.0270903960215309,0.0487741777973789,0.0,0.0406745883447751,0.0227272330014374,0.0064855203651677
2011-11-04,0.0083251980955199,0.0012115153018163,0.0,0.0086844791392259,0.0150226575756504,0.0073580615885123
2011-11-07,0.0188435170329464,0.0075261321589364,0.0,0.0292713382122942,0.0028730445566102,0.0104638729076461
2011-11-08,0.0079755957356293,0.0009615605046772,0.0,-0.0104615431565505,-0.0111880847584932,0.0224060535471196
2011-11-09,-0.0092570498729554,-0.0151403887749344,0.0,-0.0113635871035979,-0.0029384728222265,-0.0082009149538219
2011-11-10,-0.0049421193247981,-0.0078701351703174,0.0,-0.0080593164510228,-0.0027021746661351,-0.0034287803302103
2011-11-11,0.0082812036173347,0.0182445226507518,0.0,0.0012861417263049,0.011091214936689,0.011792897986673
2011-11-14,-0.0035415613984092,-0.00292119623255,0.0,-0.0106865263171811,0.0005381912162458,0.0013602791105146
2011-11-15,-0.0007029666480952,0.008597452633003,0.0,0.0164257552965736,0.0059534189886446,-0.0087976906243073
2011-11-16,-0.0035203978712285,-0.0181951781924243,0.0,0.0016302327008859,0.0061538489156178,-0.0073554847665303
2011-11-17,-0.0061099788491645,-0.0255255375658908,0.0,-0.0120169154995644,-0.0113308861638044,0.0033604284335413
2011-11-18,-0.0015482476109082,-0.0005108673559168,0.0,-0.0107526854989736,-0.0019837801413533,0.0035069396321302
2011-11-21,0.010600271209444,-0.013921136962675,0.0,0.0329780065297146,-0.0053074838720126,-0.0047426744478538
2011-11-22,-0.0059984005035282,0.0143903511118315,0.0,-0.0148675172553708,-0.0117603713925453,0.0051272470613308
2011-11-23,-0.0114977136093633,-0.026948393241384,0.0,-0.0172872493046074,-0.0184487869341446,-0.0001765602111396
2011-11-25,-3.8353293291186405e-05,0.0029964754316241,0.0,-0.0050675546147687,-0.0013492616303595,0.0035279726192342
2011-11-28,-0.0058673553390062,0.018691608776472,0.0,0.0019493003445064,-0.0269868002101811,-0.0048670047842523
2011-11-29,0.0122645017835326,0.0375426699776116,0.0,0.0061608473773525,0.0032386771482051,0.0144750264064999
2011-11-30,0.0027308897447914,-0.0115820896869315,0.0,0.0074790176792021,-0.0005573582198325,0.002382627779865
2011-12-01,-0.0034100477835301,-0.0062531266348786,0.0,-0.0043343465311233,-0.0045454456358129,-0.0005115753685047
2011-12-02,-0.0064491092843205,-0.0127891488626701,0.0,0.0015389114951533,0.0035763259274797,-0.0134171348708611
2011-12-05,0.00429727018215,0.0054127404278717,0.0,0.0100578482945767,0.0025675933374578,0.0013731862917874
2011-12-06,0.0013361494882431,0.019184083527959,0.0,-0.0072310296384404,-0.0039269735272144,0.0035854376910848
2011-12-07,0.0014067642349864,0.0048205759089507,0.0,0.0012228956480263,-0.0047132339434351,0.0027420711498916
2011-12-08,-0.0059834625284867,-0.0061844461072701,0.0,-0.0082923970017137,0.0003957352077831,-0.0070217477598536
2011-12-09,0.0045499033894505,0.0040442578932811,0.0,0.0076828516584553,0.006127720347025,0.0027510290204932
2011-12-12,0.0061196785027509,0.012455972939924,0.0,-0.0018473329475571,0.0174430337920169,0.0038016454944482
2011-12-13,-0.0319192759152658,-0.0233856243193381,0.0,-0.0562385304107797,-0.018897354102884,-0.0091175397257105
2011-12-14,0.0028781083095367,0.0016410710158664,0.0,0.0094988208862228,0.0002026823669589,-0.0012127458999275
2011-12-15,-0.0024514984181111,-0.0062449998777805,0.0,0.0028680737729408,-0.019007618480201,0.0020750290175561
2011-12-16,-0.0087845960300527,-0.0016358062375084,0.0,-0.0214442894184793,-0.0137373799025409,-0.0005145588282925
2011-12-19,-0.0141095012618213,-0.0241519518724936,0.0,-0.0220729535830298,-0.0129177991019466,-0.0089193904728752
2011-12-20,0.0156421616066699,0.0398471372487285,0.0,0.0224791514662695,0.0047073176292102,0.0140483075180645
2011-12-21,0.0052559003680729,-0.0023504870837282,0.0,0.0075472227743672,0.0093934872984683,0.00337896211488
2011-12-22,-0.0052821039328242,-0.0135876783784615,0.0,-0.0074742997993217,-0.005045408755789,-0.003703100846123
2011-12-23,0.0090156895729519,0.0068692773239672,0.0,0.000310721859496,0.0125633792452325,0.011294706458015
2011-12-27,0.0011756004131124,0.0073567727060926,0.0,0.0059208047929427,0.0008026710688409,-0.0020016502144725
2011-12-28,0.0029366072237772,-0.0158770646727245,0.0,0.0092678173296151,-0.0017935462742237,-0.000669247368596
2011-12-29,0.0006550754646982,0.0050012797661094,0.0,-0.00367981998279,-0.0051895874142092,0.0045211060322294
2011-12-30,-0.0075957915803292,-0.0120356589345358,0.0,-0.0125805414388605,-0.0122097802548027,-0.002170664041411
2012-01-03,-0.0052799330737544,-0.0013071695963541,0.0,-0.0057803052291761,-0.034184612479146,0.0060030115561727
2012-01-04,-0.005983668958741,0.0104711440626383,0.0,-0.0048765571690086,-0.0075440193030713,-0.0083042685202254
2012-01-05,0.022095355056065,0.0067638435358791,0.0,0.0385792506864642,0.027839199800213,0.0011794388647666
2012-01-06,0.0063313209547983,-0.0124223485977825,0.0,0.0185676705702572,0.004101870206407,-0.0070682965649233
2012-01-09,0.0002157794242308,0.0026260102235482,0.0,0.0049576600876766,-0.0126609478949992,0.0025411067081287
2012-01-10,-0.002666483445831,0.0002594587919174,0.0,0.0020114855275534,-0.0049718882529502,-0.0065623319475983
2012-01-11,0.001760135064492,-0.0104411775395492,0.0,0.0011494516208134,-0.0019522810318184,0.0057568598828657
2012-01-12,-0.0004165931729177,-0.0057910295073197,0.0,0.001142883300781,0.007817602960172,-0.0048503246544027
2012-01-13,0.0023508246955415,0.0007990038509649,0.0,-0.0100662146738685,0.0168868286898606,0.0060831464767681
2012-01-17,-0.0010271160381307,-0.0039776641427553,0.0,-0.0005763820554443,-0.0025391226438129,-0.0003340647756888
2012-01-18,0.0157741351577526,0.0404578245970302,0.0,0.0196022004063218,0.0221041643441335,0.0036795016330015
2012-01-19,0.0117822902981228,0.0125192050615204,0.0,0.0147308914731573,0.0085309994943106,0.0113465760339244
2012-01-20,-0.0035553669248166,0.0154040564105123,0.0,-0.0103496204723013,-0.0222910591134772,0.0042798077618634
2012-01-23,0.0009493184643068,0.0173826857457733,0.0,-0.0095963914665341,0.0031679309548635,0.0016444412409605
2012-01-24,0.0112944406322104,0.0093183197520877,0.0,0.0120481400341857,0.0131050288287412,0.0105349693769288
2012-01-25,-0.0111509572039822,0.009770433299867,0.0,-0.0262034169082677,-0.0027151433837751,0.0047401260882766
2012-01-26,-0.0264431009435729,-0.0298507860167931,0.0,-0.0314409916836265,-0.0312825855293698,-0.01343038878
2012-01-27,0.0076299360638624,-0.004727510156786,0.0,0.0199034936806133,0.0069010071640132,-0.0024646980672785
2012-01-30,0.0119121942054882,0.0,0.0,0.0220368619243249,-0.0034594561602619,0.0137257813726198
2012-01-31,-0.0085590287282632,-0.009033796974624,0.0,-0.01807061270084,-0.0069099478586667,-0.0027628501920677
2012-02-01,-0.0003405549573629,-0.0017667767973583,0.0,0.0014732779546567,-0.0159826755067678,0.0063116909511233
2012-02-02,0.0045534862468568,0.0002335510677988,0.0,0.0176198910794811,-0.0053168863795431,-0.0073718411525862
2012-02-03,0.0141577805578315,0.0113689488588037,0.0,0.014037058253599,0.0387383139571644,-0.0046534165107101
2012-02-06,-0.001970488902997,0.0027675030026664,0.0,-0.005567844054488,-0.0012280264539806,0.0004850864144593
2012-02-07,0.0115523766739933,0.0089613829399412,0.0,0.0058889255572417,0.0270769168169069,0.0011359898740276
2012-02-08,-0.0019169070011285,0.0041095960801631,0.0,-0.0019482241644773,0.0019983707492312,-0.0046842338272024
2012-02-09,0.0063216661964561,-0.0020487173221641,0.0,0.0066721672400554,0.0077890831241357,0.0061707899012488
2012-02-10,0.0006254677995566,0.01079717973543,0.0,-0.0039084140380008,-0.0014013952703709,0.0035668161416119
2012-02-13,-0.0023952424316341,-0.0056779470118345,0.0,-0.0033407276726565,0.0019916807536706,-0.0035477731327315
2012-02-14,0.0042542169789981,0.0050228590076544,0.0,-0.0016843784501084,0.0121296599571788,0.0050072908101287
2012-02-15,-0.0115110408098501,-0.0201311786491539,0.0,-0.017972462192612,-0.0029412063897825,-0.0089859014126009
2012-02-16,0.0106747199496844,0.0162187387723408,0.0,0.0085714067731583,0.0230315354569731,0.0043710612880484
2012-02-17,0.0065345370752666,0.0011345413525476,0.0,0.0168302510081392,-0.0032711560448231,0.0025673916591079
2012-02-21,-0.0107352271877509,-0.0099705966634149,0.0,-0.0247209019558891,-0.0046126824793435,-0.0043096656446084
2012-02-22,-0.0055793455962463,-0.0102810317165448,0.0,0.0272628132955302,0.0059752804975222,-0.0164485284796146
2012-02-23,-0.0093872528559522,0.0071445350922259,0.0,-0.0043068597803594,-0.0290628937818777,-0.000853374926273
2012-02-24,0.0012819805176557,-0.002288381855205,0.0,-0.0024226150441797,0.005900246018861,0.0006808666472738
2012-02-27,0.0016069100354209,0.0101382168488317,0.0,0.0179787486753513,-0.0034427294444177,-0.0040886145715064
2012-02-28,0.0096972463802577,0.0077395891241966,0.0,0.0142052736475182,0.0065000954255478,0.0083846969538232
2012-02-29,0.003048790777225,-0.0106047207567561,0.0,0.006627783454651,0.0010074397740175,0.0040788864351531
2012-03-01,0.0007527827921264,0.0099887048587293,0.0,0.0151554222477088,-0.0065053812514332,-0.0090970503701978
2012-03-02,-0.0088044964266925,-0.0266636726336075,0.0,-0.0136456945729841,-0.0108317755158648,0.0003389835988713
2012-03-05,0.0066660236325172,0.0191597838619988,0.0,0.001571539361221,0.0031269065533587,0.0074627280908853
2012-03-06,-0.0033377605317165,0.0251732141291808,0.0,-0.0189474005448189,0.0081521611288568,-0.0011856316690166
2012-03-07,0.0140821177002619,0.0096694466690411,0.0,0.0255932535891055,-0.0008287837178029,0.0126882082939558
2012-03-08,0.0071050678495203,0.0004446522447135,0.0,0.0173439852554994,0.0128019601069155,-0.0011697809934112
2012-03-09,0.0059720725190477,0.0057560802915689,0.0,0.0096716020504799,0.0031948850152178,0.0041785056384578
2012-03-12,0.0039867766603208,-0.001982382148965,0.0,-0.0055275731211823,0.0087771517521238,0.0084760204711738
2012-03-13,0.0015849519816867,0.0081372096316614,0.0,-0.0032745860356908,0.0088582828680665,0.0011488543324078
2012-03-14,0.0050759637267927,-0.0045831315118139,0.0,0.0083374937112435,0.0051050131548257,0.0039448007538603
2012-03-15,0.0014684094676868,-0.0010962340800582,0.0,-0.0025081132881875,-0.0054475211222157,0.0055838422728854
2012-03-16,-0.0079778226309317,-0.0054740532083053,0.0,-0.003261441699062,-0.0133202804179892,-0.0092818709695573
2012-03-19,-0.0033703950452806,0.0057446342437615,0.0,0.0012635642518612,-0.0177418806550389,0.0026411330897334
2012-03-20,0.0061507995141557,0.0066342155896094,0.0,0.0117227080733046,0.0035152639950324,0.0044753296017209
2012-03-21,0.008678655120547,-0.0017540414379326,0.0,0.0199092971131932,0.0,0.001819695764487
2012-03-22,-0.000289370480741,0.0019880749210918,0.0,-0.0004990133944598,-0.0105025148642392,0.0069733021224423
2012-03-23,0.000301564713833,0.0057268350835847,0.0,-0.0039999961853027,0.0012489083565847,0.0023098397663525
2012-03-26,0.0062705333800855,0.00760048413935,0.0,0.0109999656677247,0.0012391857819088,0.0049260957232169
2012-03-27,0.0013235648224511,0.0103604472969086,0.0,0.0007427278967617,0.0100740477922597,-0.0042379515566392
2012-03-28,-0.0050452759113855,-0.0243954504775473,0.0,-0.0094012189666529,-0.0018344914404525,0.0006540817634018
2012-03-29,0.0017041034971677,-0.015419508587394,0.0,-0.0005006372310815,0.0247014595103427,0.0008227618345222
2012-03-30,-0.0018892682163541,-0.0164609326262919,0.0,-0.0126740088210128,0.0046184647742958,0.0021287222656765
