Date,Weighted Industry Change,HIBB Change
2011-04-18,0.0016596834318471,0.0016596834318471
2011-04-19,-0.0096339738832377,-0.0096339738832377
2011-04-20,0.0054630090031438,0.0054630090031438
2011-04-21,-0.0005442301432291,-0.0005442301432291
2011-04-25,-0.0029932138871173,-0.0029932138871173
2011-04-26,0.0076004011437878,0.0076004011437878
2011-04-27,0.0212938260921604,0.0212938260921604
2011-04-28,-0.0018538055597398,-0.0018538055597398
2011-04-29,-0.0002646767924885,-0.0002646767924885
2011-05-02,-0.0089638847838737,-0.0089638847838737
2011-05-03,-0.025797804398143,-0.025797804398143
2011-05-04,-0.0188575737587195,-0.0188575737587195
2011-05-05,0.0238428734288851,0.0238428734288851
2011-05-06,-0.0075737783269898,-0.0075737783269897
2011-05-09,0.0202186259376496,0.0202186259376496
2011-05-10,0.019925611375176,0.019925611375176
2011-05-11,-0.0117371090544734,-0.0117371090544734
2011-05-12,0.0110236745528445,0.0110236745528445
2011-05-13,-0.0025987129758495,-0.0025987129758495
2011-05-16,-0.0114942173652042,-0.0114942173652042
2011-05-17,-0.009625684376041,-0.009625684376041
2011-05-18,0.0210810480891049,0.0210810480891049
2011-05-19,-0.0172910631143042,-0.0172910631143042
2011-05-20,-0.0154039600797693,-0.0154039600797693
2011-05-23,0.0182989458359186,0.0182989458359186
2011-05-24,0.0,0.0
2011-05-25,0.0060805132086908,0.0060805132086908
2011-05-26,0.0299898845150402,0.0299898845150402
2011-05-27,0.0039052927177179,0.0039052927177179
2011-05-31,0.0045838027312863,0.0045838027312863
2011-06-01,-0.0363943618978968,-0.0363943618978968
2011-06-02,-0.0115288942751436,-0.0115288942751436
2011-06-03,-0.009264040264983,-0.009264040264983
2011-06-06,-0.0305888548799875,-0.0305888548799875
2011-06-07,0.0268368616631582,0.0268368616631582
2011-06-08,-0.0102118389042654,-0.0102118389042654
2011-06-09,0.0113140254130054,0.0113140254130054
2011-06-10,-0.018945254799013,-0.018945254799013
2011-06-13,-0.0036373914845536,-0.0036373914845536
2011-06-14,0.0211013814190673,0.0211013814190673
2011-06-15,-0.0199284310541702,-0.0199284310541702
2011-06-16,-0.0203231519616122,-0.0203231519616122
2011-06-17,0.0029154681072398,0.0029154681072398
2011-06-20,0.0333862815446591,0.0333862815446591
2011-06-21,0.0135031536126594,0.0135031536126594
2011-06-22,-0.0271356290718659,-0.0271356290718659
2011-06-23,0.0466024713001384,0.0466024713001384
2011-06-24,-0.0249003985009835,-0.0249003985009835
2011-06-27,0.0089536575276251,0.0089536575276251
2011-06-28,0.0124019665725913,0.0124019665725913
2011-06-29,-0.0057428101527526,-0.0057428101527526
2011-06-30,0.0174956458961588,0.0174956458961588
2011-07-01,0.0143972708437881,0.0143972708437881
2011-07-05,-0.0076701746275458,-0.0076701746275458
2011-07-06,0.0150558263062188,0.0150558263062188
2011-07-07,0.0178359099549992,0.0178359099549992
2011-07-08,0.0052218704113053,0.0052218704113053
2011-07-11,-0.0127006658305961,-0.0127006658305961
2011-07-12,-0.0058436295484018,-0.0058436295484018
2011-07-13,0.0106743962561551,0.0106743962561551
2011-07-14,-0.0198280415421071,-0.0198280415421071
2011-07-15,-0.0075024534264419,-0.0075024534264419
2011-07-18,-0.0049224897288128,-0.0049224897288128
2011-07-19,0.0068661746536462,0.0068661746536462
2011-07-20,0.0,0.0
2011-07-21,-0.0067878491950757,-0.0067878491950757
2011-07-22,0.0121773011027038,0.0121773011027038
2011-07-25,-0.0075682999395199,-0.0075682999395199
2011-07-26,0.0009806549308538,0.0009806549308538
2011-07-27,-0.0275998692963322,-0.0275998692963322
2011-07-28,-0.0032787153370066,-0.0032787153370066
2011-07-29,0.0038373375618668,0.0038373375618668
2011-08-01,-0.0187922827077793,-0.0187922827077793
2011-08-02,-0.0412820669320913,-0.0412820669320913
2011-08-03,0.0173102939836381,0.0173102939836381
2011-08-04,-0.0173657900234913,-0.0173657900234913
2011-08-05,-0.0350120980248745,-0.0350120980248745
2011-08-08,-0.0092069371978662,-0.0092069371978662
2011-08-09,0.0486090709587277,0.0486090709587277
2011-08-10,-0.0785811991326013,-0.0785811991326013
2011-08-11,0.0273690499618698,0.0273690499618698
2011-08-12,-0.0014148057963968,-0.0014148057963968
2011-08-15,-0.0002803791804819,-0.0002803791804819
2011-08-16,0.0148231646500678,0.0148231646500678
2011-08-17,-0.0122425888570289,-0.0122425888570289
2011-08-18,-0.0432384765918612,-0.0432384765918612
2011-08-19,0.0008954859491604,0.0008954859491604
2011-08-22,-0.0057554176385454,-0.0057554176385454
2011-08-23,0.0390356086221355,0.0390356086221355
2011-08-24,0.0127529550419893,0.0127529550419893
2011-08-25,-0.0317676330565925,-0.0317676330565925
2011-08-26,0.0324767447284514,0.0324767447284514
2011-08-29,0.0194805529907495,0.0194805529907495
2011-08-30,0.0080171850998855,0.0080171850998855
2011-08-31,-0.0105652804920858,-0.0105652804920858
2011-09-01,-0.0442736460656839,-0.0442736460656839
2011-09-02,-0.0192580084601793,-0.0192580084601793
2011-09-06,0.0308238603762078,0.0308238603762078
2011-09-07,-0.0051165521209304,-0.0051165521209304
2011-09-08,-0.0152343368797553,-0.0152343368797553
2011-09-09,-0.0061964912438682,-0.0061964912438682
2011-09-12,0.026307799815944,0.026307799815944
