Date,Weighted Industry Change,GPX Change,ATGE Change,STRA Change,FC Change,APEI Change,STON Change
2011-04-18,0.0044169941729682,0.0068285394919565,0.0048609760551534,-0.0031580227460317,-0.0189099088567385,0.0038323316745415,0.0172481587655754
2011-04-19,-0.0274574125626304,-0.0300074734298323,-0.0426970470660402,-0.0176836638222019,-0.0011274215344824,-0.0187693255562692,0.0293436386129552
2011-04-20,-0.0298151398968441,-0.0015267524565848,-0.0353646450498451,-0.0094560439616566,0.0,-0.0064888357078394,-0.0007454512791852
2011-04-21,0.0105928310895081,-0.0068285394919562,0.0067402336034631,0.0062903629865274,-0.0285087973842553,0.0346973135001941,0.0234026433499673
2011-04-25,0.0013367637368523,-0.0152788240591117,0.002043704751633,-0.0020833333333333,-0.0419978231112838,0.0160651598242663,-0.0043321601418131
2011-04-26,0.0126227054603121,0.0170146410024776,0.0185034534722509,-0.0094221400028561,0.0710900961256301,0.0125857946786807,-0.0032374156495625
2011-04-27,0.0570692378703133,0.003810990180716,0.0697211144782272,0.0197728103011527,0.0122086186329539,-0.0226346761677782,-0.0075322485937578
2011-04-28,-0.0043912267888687,0.0015231914634454,-0.0194720261842079,0.0101356473434546,0.0021954400128887,-0.0125000209720042,0.0054367385900942
2011-04-29,0.0015244087489799,-0.0060744057131824,0.0101203476189391,-0.021407687517734,0.0098576288564922,-0.0123889386259957,0.0133381702338235
2011-05-02,-0.0122967704347691,-0.0592254919098438,0.0007548046718845,-0.014542805495003,-0.0356756674276815,0.0118287200043823,-0.0252579500677715
2011-05-03,-0.0028996301579352,0.0056864088089444,0.0026410716615479,-0.0061179543388908,-0.055865922978277,0.0053763335390188,-0.023991270153433
2011-05-04,-0.0088615342392972,-0.0153225472764828,-0.0075315669606854,-0.0074382545361661,-0.0250596700810406,-0.0039552854992065,-0.0201597819775074
2011-05-05,0.003805265882931,0.023868310366919,0.000952257729121,-0.0017336670456063,-0.0086100484426662,0.0198300316450566,0.0035046787974433
2011-05-06,-0.0164485110334127,-0.0103833953424741,-0.0192415898012218,-0.03157206398582,-0.0036540478479659,-0.0124024093746577,0.0104610795563923
2011-05-09,0.0039186138532742,0.0064672533909598,0.0119230563823993,-0.0120644589547195,-0.0159118865638846,0.0170242426318207,0.0019215694151008
2011-05-10,0.013542236400465,0.0241157717728491,0.0091029688299513,0.0177630143875618,0.0418204363840001,0.0286819556744857,-0.0022727070761118
2011-05-11,-0.0061324686298306,-0.0330708726458042,-0.0035822480793101,0.0269725151403508,-0.0178998293742383,-0.0361067639569882,0.0045627696849625
2011-05-12,0.0170026350977121,0.0267206407702781,0.0183956235373406,0.0157856272440711,0.0256097613453228,0.0233263360138841,0.0038022959836746
2011-05-13,-0.008409454155882,-0.0283019341819285,-0.0102154389952043,-0.0023426844929524,-0.0215054130987909,0.0020473192552836,-0.0109848110745864
2011-05-16,-0.0115233627339884,-0.0422421153564723,-0.0024481592684286,-0.0184406243169857,-0.0259579770316563,-0.0100364649903636,-0.0259839626745646
2011-05-17,-0.007253322293539,0.016309059251419,-0.0081439452914606,-0.0011557780304043,0.0114942724731588,0.0018432722014933,-0.0235663195481816
2011-05-18,0.005769489893991,-0.0008396497909284,0.0063037600892733,-0.0102310057342581,0.0025252500926581,0.0061912509512687,0.0100563151191518
2011-05-19,-0.0154620911721854,-0.0141313449765105,-0.0168114736066393,-0.0169645438967998,-0.0024875005204286,-0.0083748060056355,-0.0123260226896377
2011-05-20,-0.0018722853370847,0.0210084040347958,-0.0055565646380697,-0.0185932952475535,0.0438596370671694,-0.0013771258597952,-0.0016090472463901
2011-05-23,0.0002626035043371,0.0225376016761742,0.0033022918639129,0.0057993436858355,0.0098522074918165,-0.0006924926017591,-0.0191057403827182
2011-05-24,0.0230443144296225,0.0195918180504623,0.0293781184532677,0.0385114394696201,-0.0121803143733354,-0.0022988154970366,-0.015378177061413
2011-05-25,0.0128761665268822,0.0216173308816242,-0.0040983833728092,0.0210747453265154,0.0310945275107166,0.0131155017678745,0.0501052856445314
2011-05-26,0.0104558438492035,0.0226917032795279,0.0024326547802389,-0.0141458478749259,0.0499390798425194,-0.0054670084310889,0.0394366006918494
2011-05-27,0.0101457634648227,0.0167938402250496,0.0097087461618881,0.0029086551050876,0.0080831057803236,0.0018297807439113,0.019729215526334
2011-05-31,-0.008713503701735,0.0213706682663843,-0.0113824625057357,-0.0109456160618247,0.0351076355940203,-0.0065804610287164,-0.0236397437067335
2011-06-01,0.0017430547206939,-0.0777537722830392,0.007464107571188,0.0159220046406,-0.0725108325638915,-0.0036646781486783,-0.0042209787128616
2011-06-02,-0.0130323405176131,-0.0398467777903066,-0.0037042928276873,-0.0299156824754408,0.008064480686997,-0.0698506160338962,-0.0065334386357868
2011-06-03,-0.0042774194664466,0.0040616763083834,-0.0129190661621325,0.0113818137532815,-0.0362998151055535,0.0013686444589912,0.0007767168063561
2011-06-06,-0.0274696348881492,-0.004061753779893,-0.0217499814585317,-0.0537858296687459,-0.0242424011230468,-0.0111515220547066,-0.0077011498220555
2011-06-07,-0.0058261449843588,0.0064935004616647,-0.0030318394545078,-0.0121754709307415,-0.030637255474862,-0.0141747307450895,0.0042291660662661
2011-06-08,-0.0165615260603897,-0.0008123662502805,-0.0065922817892889,-0.0349728176917025,0.00126579138278,-0.0270018592209741,-0.0099047706240699
2011-06-09,-0.0035989641114826,-0.0056911095457757,-0.0120196222810352,0.0050544007723577,0.0012515931374596,0.0071513523624433,0.0107279224216281
2011-06-10,-0.0206866879701849,-0.018166748108303,-0.0235273732209298,-0.0039749598176688,-0.0240506398641533,-0.0373453772748217,-0.0174045019489162
2011-06-13,-0.008066663833916,0.0025104379456083,-0.0033246270574501,-0.0164561346875215,0.0012903521137852,-0.0024710226291567,-0.0041936219947624
2011-06-14,-0.0076370267467441,0.0372208274264424,0.0096153711490314,-0.0357526832521236,0.005108552010572,0.0186640053720528,-0.0083969929120888
2011-06-15,-0.0149561534923985,-0.0072639346322854,-0.0160306356286748,-0.0164209827178686,-0.0168393317534704,-0.016755673181048,0.0003847721804501
2011-06-16,0.0017250303954894,0.0398373791479501,0.0024822586145534,-0.0174771105810983,0.0461132934909404,0.0083950654959972,0.0221458538327183
2011-06-17,-0.0072102621931908,0.0139751788491031,-0.0217162503836408,-0.008584066827808,0.0112781548290248,0.0139228068867682,0.0022388572760868
2011-06-20,0.0059591713239183,-0.0023059712619302,0.0034037733383684,0.0034690523664325,0.0297766449904946,0.0048367780004787,0.0161169527832562
2011-06-21,0.0252794182073981,0.0396946174768747,0.0317544961760654,0.0204918032786885,0.0071258272445041,0.0081223159969045,0.0102865794896672
2011-06-22,-0.012195544636777,-0.0523985260629333,-0.0103752770157472,0.000566340580003,-0.0167264450701246,-0.0059580554207522,-0.016327970403153
2011-06-23,0.0199132705869509,0.0078926898869426,0.023313311899073,0.0204297747335269,-0.0061881424761115,0.0316654920742907,0.0029607669263776
2011-06-24,0.0024556717464951,0.040720398234067,-0.0079269187342594,-0.0119314373521797,0.0904585530999261,-0.0025749205807197,-0.00770921755643
2011-06-27,0.0026920553763427,0.0535849085393941,-0.0153149541844627,-0.0179032356508317,0.0574972080565805,0.0233051245088285,0.0036737833942805
2011-06-28,0.0191357528236827,0.0085287766994922,0.0207417879739069,0.0217568297130596,0.0149094126229709,0.0162545576811391,0.0109930094172279
2011-06-29,-0.0047484450482423,-0.02601968204016,0.0029269656264788,-0.0066246454225366,-0.0135841294238732,-0.0172800815537049,-0.0021738936635183
2011-06-30,0.0103902253608801,-0.0165587105993997,0.0128468651298058,0.0084576521432007,0.0189474005448188,0.0120509046114902,0.0058181762695312
2011-07-01,0.0186122621516131,0.0124269058846168,0.0198486171578214,0.0123340378940379,0.0237602825398003,0.0217001653120793,0.0126536653434751
2011-07-05,0.0083425936098571,0.0071993826726924,0.0033112076687033,0.017926412755334,0.0463709712307611,-0.001750886819039,0.0060866478494968
2011-07-06,0.0023058116197785,-0.0057512526659686,0.0029717732554515,-0.006404852283513,0.0415458295316895,0.0081282717083466,-0.0095914906366797
2011-07-07,0.0294619677918062,-0.00646088661997,0.0234311049283663,0.0518965360231097,0.0399256576810537,0.0297541444941162,-0.0092625661456555
2011-07-08,0.0139209826430555,0.0204678162810607,0.0134391491841297,0.0056322798321813,0.031021911624498,0.0255274060236482,0.0123636419122867
2011-07-11,-0.0081126906450484,0.0101375369583314,-0.0142556467623675,-0.0155215578377015,0.0135869220152693,-0.0160216486841715,0.0043320912844636
2011-07-12,0.0177525765732043,-0.00646088661997,0.0153364167964443,0.0280591618392195,0.0261026076340814,0.0254506237414127,-0.0007233438712335
2011-07-13,0.0032546114553414,0.0028612959110973,0.0084047271171954,0.0021138077190183,-0.0043290207713565,-0.0061601485084338,0.0046931103677269
2011-07-14,-0.0178603173071541,-0.0064285823277064,-0.0174483773217321,-0.0163614688028306,-0.0146804902775457,-0.0300659567108859,-0.0114901145580283
2011-07-15,0.0027205046712433,-0.00355620122636,0.0030255166196581,0.0084888672808,-0.0070052472129242,0.01592356739485,-0.0050504831571548
2011-07-18,-0.0012688915391103,-0.0150645656003096,0.0022236243914268,-0.000363579235088,-0.0319999694824218,0.0006312874370348,-0.0025640914571596
2011-07-19,0.0346682646460949,0.0093525264754406,0.0409034109249507,0.0033949813089757,0.06770354532998,0.0173640553201341,0.0044053171894895
2011-07-20,0.0086678327316986,-0.0249643630557738,0.0113981757631538,-0.0014342867522986,0.0085615946217997,0.0053343929540336,-0.0080262427792486
2011-07-21,-0.0013803375027558,-0.0102189336932514,-0.0057725181868859,0.0002154465535291,0.0194914863151374,0.0414893779348819,-0.0007312781530061
2011-07-22,0.0096837041357922,-0.0058823471663322,0.0087129274041282,0.0311270561968917,-0.0091437788128761,-0.0024489577935666,0.0061908260000661
2011-07-25,0.0061675611596452,-0.0037312864540235,0.0105908640959531,0.0096503837958915,-0.0230178614344498,0.0008285193980677,0.0076642698812035
2011-07-26,-0.0041440141180349,-0.0202247528126247,-0.0027426529439084,0.0090277989705405,-0.0210896106067354,-0.015965176551357,-0.0076308498665757
2011-07-27,-0.0187546895620147,-0.0361816259919791,-0.0147330672178191,-0.0120689655172413,-0.0505871256892818,-0.0209170006373679,-0.0295203370165337
2011-07-28,-0.0268380212885981,0.04,-0.0364485428212265,-0.0596153846153845,0.0085878011945683,-0.0292159104756507,0.0596330074557208
2011-07-29,0.0158262301946654,0.007782056406754,0.0163559046447964,0.0137500127156576,0.0800385663322798,0.0122167754657519,0.0014270070352788
2011-08-01,-0.0164109912173005,-0.0091393666803628,-0.0286216963435143,-0.0210707523907771,0.0221631210920382,-0.0121369216732019,0.0102836524940745
2011-08-02,-0.0129264743858485,-0.0408635833256556,-0.0092776899872161,-0.0160760548098898,-0.045132762856057,-0.0033010060676689,-0.0110344722353179
2011-08-03,0.0049856195255063,0.0064412176501312,0.0008370875178928,0.0169084300453425,0.0324976242264789,0.0259056053773916,-0.0157895004540157
2011-08-04,-0.0042496949574862,-0.0611764496447993,0.0130774531894604,-0.0329942788343871,-0.0128205441707529,-0.0034512477417091,-0.0498220498051483
2011-08-05,-0.0218195226769379,0.0569777500924339,-0.0353686850259637,-0.0190013389030946,-0.0063810981581221,-0.0447119907692856,0.0363704278432564
2011-08-08,-0.0514763627075804,-0.0183999633789062,-0.0676585149976521,-0.0500000104607783,-0.0346153528732647,-0.0489607152249151,-0.0253499836760403
2011-08-09,0.0095135874429388,0.0221344422995357,0.0067340182663063,0.0205702410536914,0.046109558400231,-0.0066240543237431,0.0299625173858037
2011-08-10,-0.0246435157472013,-0.0702875465068556,-0.0234138573490474,-0.0035451062263591,-0.0981887278784373,-0.0246221873466437,0.0007198902059298
2011-08-11,0.0197988569854795,0.054421715747644,0.0185044115716467,0.0067962005951617,0.0547945701059171,0.031086795037573,-0.0053859826382651
2011-08-12,-0.0700122791442055,-0.0319744656184025,-0.0821126354858915,-0.0392489491136865,-0.0405941371882171,0.0202671034013113,0.017297280801309
2011-08-15,-0.0135687115411308,-0.0016420736668759,-0.0033768058839432,-0.0182546144281052,-0.0233028920874501,-0.080491792428087,-0.0094504886471029
2011-08-16,0.0143018838320705,-0.0075062680822302,0.0186405924877607,0.0217085795186872,-0.0201485183360313,-0.01200207411988,0.0085500453768231
2011-08-17,-0.0252654569209932,0.0016778107350126,-0.0315555148654513,-0.0205062438720434,0.001076450906663,-0.0205444084559319,-0.0052282891508562
2011-08-18,-0.0269971393156854,0.0207972072713617,-0.0207192834438057,-0.0651461975527886,-0.0586932169040942,-0.0258481179388555,0.0202702588126864
