Date,Weighted Industry Change,GCO Change,GPS Change,BKE Change,CATO Change,LB Change,URBN Change
2011-04-18,0.0101522876571498,0.0040619408451719,0.0153775323920428,-0.002704530028366,-0.0076985628731038,0.0133797167324344,-0.0009858917628864
2011-04-19,0.0075449147362703,0.0073232557247917,-0.0045829689673847,-0.0081227436823105,-0.0174796869312115,0.0063408636233074,0.0294791876281861
2011-04-20,0.0007381316760305,0.0272008488173355,-0.0045475389954786,0.0132227475910785,0.026993857947543,0.0152849786505418,-0.0135946382939052
2011-04-21,0.0027081504116386,-0.0071650165921569,0.0,-0.0254945044000258,-0.0103958507198086,0.0005082708650377,0.0169708835867488
2011-04-25,0.0165220987744658,-0.0275977384620736,0.0141102131533786,0.0319655635428995,-0.0032401750496402,0.0252100293412094,0.0034601667139055
2011-04-26,0.0190406821792312,-0.0056636182905572,0.0224315827484645,-0.0039343836180719,0.0122549489386866,0.0116595730586423,0.0203125476837158
2011-04-27,0.0112554712255037,0.0093873782710581,0.0114135303355921,0.0067788982445103,0.033454249962618,0.0056220861181662,0.0137824480003626
2011-04-28,0.0061757629314327,0.0019592949490532,0.0139494196763044,0.006548745695009,-0.0058662346625147,0.0019545080811374,0.0015732925103917
2011-04-29,-0.0023608050396643,-0.0141601081377292,0.0004304876917302,-0.0157940490222224,0.0023575427954308,0.0017035700794419,-0.0131702754572734
2011-05-02,-0.0085378229424042,-0.0285433037606682,-0.011622921355326,-0.012472668540368,-0.0168363465059375,-0.009194315298329,0.004098394417698
2011-05-03,0.0047865490320981,0.0116633599185374,-0.0017413587015414,0.0097474519486076,0.0255692917335756,0.0105392233631511,0.0075116700481559
2011-05-04,-0.0037521180741764,-0.0107714556663737,0.0026007571190322,-0.0008771929824558,0.00466203730771,-0.0215966854991697,0.001559065716755
2011-05-05,0.0004525346134412,0.0135308301958088,0.0008730012176725,0.0011001314759829,-0.0096749225434877,0.0039741642842178,-0.0106616544087567
2011-05-06,-0.0080949689625454,-0.0111996206949128,-0.0100744434080135,-0.027501145003361,-0.0192975686200145,0.0004872218790595,-0.0147567100494156
2011-05-09,0.0028665018866386,0.0146279443641097,0.0048976231004216,-0.0077882268527095,0.0078958059037447,0.0029239505167594,0.0
2011-05-10,0.0212877714986191,0.0192878986271524,0.011443672391707,0.0128374949448555,0.0198830501546439,0.0179177165166326,0.0434507075609947
2011-05-11,-0.0024816358228236,-0.0223246345397749,-0.003051425161054,-0.0098274094698489,-0.0107734008892398,-0.0016650735799191,-0.0006081014939138
2011-05-12,0.0088906632571086,0.0291551990481983,0.0113835475982857,0.0225413928103653,0.030054587244037,0.0038140606555949,0.0082518474233073
2011-05-13,-0.0073322743986337,0.0060052844964127,-0.0038893757546143,0.0045277503489056,-0.0181543661077717,-0.0092351265421724,-0.0133092082011141
2011-05-16,-0.0043966206716627,-0.0134776791546667,-0.0004354669830958,0.007787151365031,-0.0224111260631461,-0.0047950315830599,-0.0082923970017136
2011-05-17,0.010618360150186,0.010071232046981,0.0048077191602431,0.0069099547991503,0.0,0.0057998515605274,0.0206854583596165
2011-05-18,0.0052122022643073,0.0055689962829332,0.0039147522176557,0.0200170773704378,0.0079020453243617,0.0170100396723016,-0.015781500628933
2011-05-19,-0.0144897578001334,-0.0043021105286647,0.0069174993759679,-0.0695730758515722,0.0236617023566999,-0.0294886536567798,0.0006150202177779
2011-05-20,-0.0050920747117121,-0.0149759112012221,0.0015632505712356,-0.0217020471948891,-0.030106669781615,-0.0241141623266349,-0.0220360324308451
2011-05-23,0.0118130936861348,0.026440543009641,0.0142030749349209,0.0295796053167081,0.0243416050818587,0.004304840762719,0.0051282001121666
2011-05-24,-0.0199423992056438,0.0019338127416055,-0.0229525577624658,0.0022681697746442,0.0042651686350543,-0.0151247416641119,-0.0162007698951068
2011-05-25,-0.0027436087221482,-0.0072150802921259,0.0064343614846063,0.0086141870212536,0.0046403298164164,-0.002057660207224,-0.0210833480421278
2011-05-26,0.015279256784058,-0.027973549478324,0.0187366368175458,0.0218373248830853,0.0180908864120276,0.0322580645161292,0.0003308047976601
2011-05-27,0.0021871225514606,-0.0063071100133648,0.0073452938572864,0.0171148658497191,-0.0071644242374813,-0.0080260773362678,0.0072751096236651
2011-05-31,0.0048101860805236,-0.0219564852507218,0.011997889479445,0.0188543910862421,0.0236930860154691,-0.0022471948639791,-0.0061990387087232
2011-06-01,-0.0233912726177374,-0.0225446057752984,-0.0207253696550504,-0.0185054815007871,-0.0359632859536267,-0.0324918593250954,-0.0141215203416064
2011-06-02,-0.0029937508231304,-0.013723748217423,-0.0226537246792795,0.0071497129007565,-0.0007645434969545,0.0375342173119114,-0.0060040129394329
2011-06-03,0.0011368805180967,0.007292434380878,-0.0027823727863687,-0.0136756472326744,0.0147457956545017,0.0129870009233301,-0.0081549360730368
2011-06-06,-0.0135352582336987,-0.0074941379181884,-0.005577266021622,-0.0320155234360469,-0.0103171745119043,-0.0281878989814912,-0.0068728783614314
2011-06-07,-0.0004190297369321,0.009402860897345,-0.0038931978090312,0.0014944447017513,0.0080521852927769,-0.0043992260684901,0.0117484501144969
2011-06-08,-0.0058877342459966,-0.0060875281457855,0.0011448459387392,-0.0197351746844025,-0.0080460148947118,-0.0074958482601983,-0.0192770905559255
2011-06-09,0.0185373162688439,0.0011757125133553,0.0096371928671214,0.0113923303233812,0.0564142596277441,0.0131102159193229,0.0387900404907709
2011-06-10,-0.0045917604951513,-0.0224162515100593,-0.0022523037731885,-0.0180541624874621,-0.0157798277128727,-0.0135696945495572,0.0017253673291577
2011-06-13,-0.0054911211189021,0.0148859281913719,-0.0163013434852736,0.0015228922161357,0.0066815256721404,0.010924352417754,-0.0024113537897728
2011-06-14,0.0068809173045902,0.0204033523531422,0.0073281324573004,0.0180813652607077,0.008017467531804,0.0071057207009828,0.0010301778307801
2011-06-15,-0.0032142453900944,0.0105732362246723,-0.0011274215344824,-0.0049825607939083,-0.0087591158561862,-0.0042240979518908,-0.0072614450645672
2011-06-16,-0.0055737259531211,0.0102158957470775,0.0028329260900765,-0.005487701370819,0.008085307905382,-0.0053536892764233,-0.0194241924184643
2011-06-17,0.0009080031474975,0.0079203960103049,0.0,1.838677437233389e-16,0.0293160115053923,-0.0044905933936468,0.0087535015642462
2011-06-20,0.023288865529455,0.0286876088690202,0.023715420553702,0.0296166989918206,0.0179324971626176,0.0274010554857393,0.0090560862825819
2011-06-21,0.0164710716397103,0.0128933604508077,0.0083333121405707,0.0244487524764082,0.000342005094395,0.0282578534358805,0.0034270178349514
2011-06-22,-0.0193479815978429,-0.0233665470041339,-0.0204307469223332,-0.0264885355114253,-0.0388049806163737,-0.0137023675310034,-0.0208618541424918
2011-06-23,0.0301332688967606,0.0735948524646665,0.0239180005163743,0.0279125976539349,0.02380951889469,0.0251798523182254,0.0342877088003945
2011-06-24,-0.0147821661808224,0.0085013142529091,-0.0199778358050186,-0.0223530090896738,-0.0098348713048805,0.0035096449839307,-0.029030066992362
2011-06-27,0.0045478289373035,0.0237208966670193,0.0022598308731412,-0.0004797781925442,0.0099185508744548,0.0080884129368117,0.0014079871785352
2011-06-28,0.0121799947120013,0.0293160113863491,0.009003930404639,0.0353306270110784,0.024764530261014,0.018075500384968,0.0017464598629014
2011-06-29,-0.0077027249775959,-0.0226808179947614,-0.0022222730848521,-0.0137614678899084,-0.0172764302497735,-0.0093676973066034,-0.01391787131927
2011-06-30,-9.312624846940347e-05,-0.0151229305989047,0.0055555767483181,-0.0129449832342664,-0.0123457000080715,0.0041786326347989,-0.0091517152509071
2011-07-01,0.0152388910130841,0.0149856408343377,0.0121816847845429,0.0100186165736748,0.0159280126450349,0.0101245946265257,0.0262597502875913
2011-07-05,0.0006010869462464,0.0177157671010192,-0.0092693606804555,0.0064635272391505,0.0284938997839675,0.0095090962049789,0.005179610863984
