Date,Weighted Industry Change,CLX Change,USNA Change,RAVN Change
2011-04-18,-0.0008195436924105,-0.0010100965619285,-0.0014551582122348,0.0012910308603513
2011-04-19,-0.0088754153935076,-0.0073593378610614,0.0055898386974588,-0.0294009284813634
2011-04-20,0.0005817659676629,0.0002887601886845,0.0046538639453532,0.0016718620625925
2011-04-21,-0.0046527339845216,0.001873429234204,-0.0143843505219693,-0.0264414001270068
2011-04-25,-0.00226697247159,-0.0033444196417921,0.0205038305639718,-0.0062571448720569
2011-04-26,0.0012671337140819,-0.0030536439541009,0.0255967609413623,0.0097198076933141
2011-04-27,0.0099555361393921,0.0062500041584636,0.0168066795881966,-0.004529971042718
2011-04-28,0.0153152888827774,0.0111562490569651,0.0449036116356463,0.0192637481528584
2011-04-29,-0.0038288326222286,0.0012937180922807,-0.0256008248037443,0.0166448357832434
2011-05-02,-0.0006464707962362,0.0031532353631692,-0.0265843618111124,-0.0227272647175105
2011-05-03,-0.0023125458828777,-0.0001482237067708,-0.0123321661342921,-0.037528423146826
2011-05-04,0.0093710612623045,0.0059268267675206,0.0161380593549512,0.0307207839856632
2011-05-05,0.0115697504831444,0.0134755468467203,-0.0016438732408499,-0.0034582191703013
2011-05-06,-0.0023588904548507,-0.0026159033797742,0.003008664975999,-0.0036046031115366
2011-05-09,0.0147988540057002,0.0135707036588585,0.0275203896604036,0.0192344728340296
2011-05-10,-0.0481947988715978,0.0030298527177862,-0.0740533826465416,0.0001857406966367
2011-05-11,-0.0264675334803024,0.0012941664754929,-0.0503030256791549,-0.0211817056133887
2011-05-12,0.0119993968125669,0.0172340173053477,-0.0003175684012232,-0.0041299271412162
2011-05-13,-0.0707314808230595,0.0026855468749999,-0.1095238337441097,-0.0283674306691487
2011-05-16,0.0007782486201587,0.0018402782352942,0.0021059833774798,-0.0225505419591865
2011-05-17,0.0020117979153369,0.0032624589635971,-0.0020703749789553,0.011377239764162
2011-05-18,0.0111697079077378,-0.0055131382729117,0.0409356913157963,0.0135240811548051
2011-05-19,0.0022881663551824,-0.0015563187588655,-0.0183426583916184,0.0563194889785858
2011-05-20,-0.0100583917750928,-0.0087856419053872,-0.0183455385409762,-0.0043368572064518
2011-05-23,0.0084843848908765,0.0073254019924751,0.0173764982028355,-0.0201292727954401
2011-05-24,-0.0033018543771655,0.0035663338864733,-0.0073900308135788,-0.0284590987100952
2011-05-25,-0.0033502541832391,-0.0090973618127919,0.0040857653543021,0.045454515269672
2011-05-26,-0.0007762587232097,-0.0018688507472771,0.002041557486801,0.0107926683707159
2011-05-27,-0.0023573917107804,-0.0020164106154843,-0.0084317033125274,0.0082236282566443
2011-05-31,0.0069752107909788,0.0120620903883869,-0.0111036316059996,0.0021474396848792
2011-06-01,-0.0259445465297144,-0.0136558559344641,-0.027303728938281,-0.0609164979585715
2011-06-02,-0.0127482075015879,-0.0115274212416189,-0.0165085818296464,-0.0045854351885194
2011-06-03,-0.002084090351993,-0.0031023648529845,0.0028797668008881,-0.0086021980113459
2011-06-06,-0.0021196334935074,-0.001632541033474,-0.0014280940807025,-0.0074877057756694
2011-06-07,-0.0020122400488172,-0.0014821175679839,-0.0092724757629326,-0.0035447087338089
2011-06-08,0.0024703087007221,0.0027001600043952,-0.0112278654993868,0.0077673650021843
2011-06-09,0.0035121172012894,0.003889918469117,-0.0036603361122537,0.0155634543272279
2011-06-10,-0.005216830199483,-0.0029930701759293,-0.0040605614518998,-0.021926442960719
2011-06-13,9.38672429543006e-05,0.0,0.0029674270686738,-0.002388589621275
2011-06-14,-0.0003683228234919,-0.0010430590699983,-0.0080792991940103,0.0201620963567341
2011-06-15,-0.0043856803090831,-0.0049526371793934,-0.0014815153899016,-0.0033332974303006
2011-06-16,0.01785085458693,0.0108942542078845,0.043333336159035,0.0202557055044618
2011-06-17,0.006045669092088,0.0089632275506157,-0.0021171300500822,-0.0017228206297128
2011-06-20,0.0018055088500466,0.0053333423755787,-0.025369955413876,0.0159830158189831
2011-06-21,-0.0019755917587256,-0.0064497571611406,0.0078853485201127,0.0173258382312565
2011-06-22,-0.0073130572666881,-0.0050169153715815,-0.0143420447215477,-0.0078255670444261
2011-06-23,0.0104357480748308,0.0049327626835259,0.0261913175463517,0.0313276647974768
2011-06-24,-0.0122652135259871,-0.0144216650296626,0.0039034992604793,-0.0131555101558449
2011-06-27,-0.0014155713795129,-0.0040588793850239,0.0024604461492809,0.0199963285943685
2011-06-28,0.0009519275783375,-0.000450499788957,-0.0031424634953179,0.0115511045625708
2011-06-29,0.0081886013850286,0.0076244900715217,0.0179073116951949,-0.0039861824874078
2011-06-30,-0.0452229507384497,-0.0011847483062392,-0.0731851648401331,0.0092390999000783
2011-07-01,0.0351127605931027,0.0163763362231213,0.0651000685712735,0.0179179354128916
2011-07-05,-0.0046448960142122,-0.0059958474580715,-0.0044776574889225,0.0052807468721799
2011-07-06,0.001390649649934,0.0039758007437282,-0.0168421465651433,0.017913601727507
2011-07-07,0.000542927739612,-0.0029171084504671,0.00550628059766,0.0117347355503256
2011-07-08,-0.0018546993281173,0.0030923144330474,-0.0264860048666466,0.0066895264966058
2011-07-11,0.0320886032736893,0.0330335580860109,0.0172414087097382,-0.0164132817105768
2011-07-12,0.0008980760163118,0.0019999912806918,-0.0260106527005631,-0.0047796149715215
2011-07-13,-0.0076966619709035,-0.0121706546204375,0.0456431024995033,-0.0109077925795279
2011-07-14,-0.0113272936653668,-0.0106982490004136,-0.0338724624609696,-0.0133333333333331
2011-07-15,0.0025735020790317,0.0026900414491109,-0.0166457501289436,-0.0026949609466424
2011-07-18,-0.0038853399778381,-0.0038188595262179,-0.0035233409808526,-0.0126559527311363
2011-07-19,0.0018931967354991,0.000965513032058,0.0051052918517264,0.0319360969341491
2011-07-20,-0.006470541098396,-0.0065482491136425,-0.0022215072775549,-0.0188546201731139
2011-07-21,-0.000188106382074,-0.0010767406159992,0.0019017868380971,0.0135738220887657
2011-07-22,-0.0031464309716913,-0.0028161336372815,-0.009502668354784,0.0001759957981254
2011-07-25,-0.0069386501350884,-0.0060166119039634,-0.0138263762026185,-0.0048042785426744
2011-07-26,0.013966404481866,0.0099201047470223,0.0362153547852079,-0.0311325439751535
