Date,Weighted Industry Change,HSY Change
2011-04-18,-0.0066759885039013,-0.0066759885039013
2011-04-19,-0.0029993292647716,-0.0029993292647716
2011-04-20,-0.0029955624483755,-0.0029955624483755
2011-04-21,-0.0007043654672033,-0.0007043654672033
2011-04-25,-0.0052696159397924,-0.0052696159397924
2011-04-26,0.0333814931422175,0.0333814931422175
2011-04-27,0.0101629899098683,0.0101629899098683
2011-04-28,0.0064719740848795,0.0064719740848795
2011-04-29,0.0047005651848696,0.0047005651848696
2011-05-02,-0.0020793438535515,-0.0020793438535515
2011-05-03,-0.0019197314453088,-0.0019197314453088
2011-05-04,-0.0066561756367066,-0.0066561756367066
2011-05-05,-0.0042469982462923,-0.0042469982462923
2011-05-06,-0.0093655907027357,-0.0093655907027357
2011-05-09,-0.005874009064829,-0.005874009064829
2011-05-10,0.0105263186551085,0.0105263186551085
2011-05-11,-0.0077642251795606,-0.0077642251795606
2011-05-12,0.016778537281188,0.016778537281188
2011-05-13,-0.000871218637259,-0.000871218637259
2011-05-16,-0.0020986171955986,-0.0020986171955986
2011-05-17,0.0047526923294639,0.0047526923294639
2011-05-18,-0.0168350302640758,-0.0168350302640758
2011-05-19,-0.0100629174831308,-0.0100629174831308
2011-05-20,0.0198001846992591,0.0198001846992591
2011-05-23,-0.0030736210345618,-0.0030736210345618
2011-05-24,-0.0048984118830864,-0.0048984118830864
2011-05-25,-0.0104280954338716,-0.0104280954338716
2011-05-26,0.0120593263966708,0.0120593263966708
2011-05-27,0.0058500857470008,0.0058500857470008
2011-05-31,0.0070473326449781,0.0070473326449781
2011-06-01,-0.0089686098654708,-0.0089686098654708
2011-06-02,-0.0048939034262717,-0.0048939034262717
2011-06-03,0.0036825067793229,0.0036825067793229
2011-06-06,-0.0060538988537642,-0.0060538988537642
2011-06-07,0.0012941337516499,0.0012941337516499
2011-06-08,0.0053387503158434,0.0053387503158434
2011-06-09,-0.0010997318874773,-0.0010997318874773
2011-06-10,-0.0099155513148237,-0.0099155513148237
2011-06-13,0.0144659239703642,0.0144659239703642
2011-06-14,0.0038244233301078,0.0038244233301078
2011-06-15,-0.0059945144583265,-0.0059945144583265
2011-06-16,0.0187785345970447,0.0187785345970447
2011-06-17,-0.0057163218549648,-0.0057163218549648
2011-06-20,0.012061241995402,0.012061241995402
2011-06-21,-0.0023066193525087,-0.0023066193525087
2011-06-22,-0.0019621942143576,-0.0019621942143576
2011-06-23,0.0016178348168228,0.0016178348168228
2011-06-24,0.0017908036147535,0.0017908036147535
2011-06-27,0.003391621298758,0.003391621298758
2011-06-28,0.002661017007649,0.002661017007649
2011-06-29,0.0056457250017869,0.0056457250017869
2011-06-30,-0.0049011480615989,-0.0049011480615989
2011-07-01,0.0068396946074619,0.0068396946074619
2011-07-05,0.0022691089429315,0.0022691089429315
2011-07-06,0.0045233496572911,0.0045233496572911
2011-07-07,0.0012062673840547,0.0012062673840547
2011-07-08,-0.0005189862183259,-0.0005189862183259
2011-07-11,-0.0045399359900863,-0.0045399359900863
2011-07-12,0.0043959909389031,0.0043959909389031
2011-07-13,0.0015697947848638,0.0015697947848638
2011-07-14,-0.0088649110438836,-0.0088649110438836
2011-07-15,-0.003683548336351,-0.003683548336351
2011-07-18,-0.0079197600379509,-0.0079197600379509
2011-07-19,0.0084985755334041,0.0084985755334041
2011-07-20,-0.0070175706294546,-0.0070175706294546
2011-07-21,0.0117895151743455,0.0117895151743455
2011-07-22,0.0191975201696676,0.0191975201696676
2011-07-25,-0.003417648007091,-0.003417648007091
2011-07-26,0.0034311332955594,0.0034311332955594
2011-07-27,-0.0137363157400733,-0.0137363157400733
2011-07-28,-0.0062926169570465,-0.0062926169570465
2011-07-29,-0.0021216892444894,-0.0021216892444894
2011-08-01,-0.0063335786309841,-0.0063335786309841
2011-08-02,-0.0039138482403326,-0.0039138482403326
2011-08-03,0.0200178537374862,0.0200178537374862
2011-08-04,-0.0299665217108593,-0.0299665217108593
2011-08-05,0.0133550204025375,0.0133550204025375
2011-08-08,-0.0130175592628138,-0.0130175592628138
2011-08-09,0.0255288388399619,0.0255288388399619
2011-08-10,-0.0165288927680096,-0.0165288927680096
2011-08-11,0.0180657243111286,0.0180657243111286
2011-08-12,-0.0051656736494517,-0.0051656736494517
2011-08-15,0.0112299658689983,0.0112299658689983
2011-08-16,0.0012376183367151,0.0012376183367151
2011-08-17,-0.0026343118159347,-0.0026343118159347
2011-08-18,-0.0075120402448856,-0.0075120402448856
2011-08-19,0.0016354743700586,0.0016354743700586
2011-08-22,0.00698172906171,0.00698172906171
2011-08-23,0.0273068468200552,0.0273068468200552
2011-08-24,-0.0052137509956067,-0.0052137509956067
2011-08-25,-0.0153711976963361,-0.0153711976963361
2011-08-26,0.0170424117391631,0.0170424117391631
2011-08-29,0.0029436912371482,0.0029436912371482
2011-08-30,0.0081484261133222,0.0081484261133222
2011-08-31,0.0046248792878344,0.0046248792878344
2011-09-01,-0.011566597968808,-0.011566597968808
2011-09-02,-0.0071155823500932,-0.0071155823500932
2011-09-06,0.0110241627557089,0.0110241627557089
2011-09-07,0.0062793787573069,0.0062793787573069
2011-09-08,0.0064337116567692,0.0064337116567692
2011-09-09,-0.0144624154937199,-0.0144624154937199
2011-09-12,0.0097864631600367,0.0097864631600367
2011-09-13,0.0093195464031738,0.0093195464031738
2011-09-14,0.0076561443772942,0.0076561443772942
2011-09-15,0.0109626477892955,0.0109626477892955
2011-09-16,0.001685746369446,0.001685746369446
2011-09-19,0.0087089875268653,0.0087089875268653
2011-09-20,-0.0008425890955843,-0.0008425890955843
2011-09-21,-0.016058160334512,-0.016058160334512
2011-09-22,0.0126360341608887,0.0126360341608887
2011-09-23,0.0260507112243786,0.0260507112243786
2011-09-26,0.0097610543407556,0.0097610543407556
2011-09-27,-0.0014985040048286,-0.0014985040048286
2011-09-28,-0.0193656063082226,-0.0193656063082226
2011-09-29,-0.0057345277000804,-0.0057345277000804
2011-09-30,0.0147310824703161,0.0147310824703161
2011-10-03,-0.0120277672226831,-0.0120277672226831
2011-10-04,0.0017267911307991,0.0017267911307991
2011-10-05,0.0079064813004435,0.0079064813004435
2011-10-06,0.0039175531565824,0.0039175531565824
2011-10-07,-0.0035472817865927,-0.0035472817865927
2011-10-10,0.0,0.0
2011-10-11,-0.005686572125467,-0.005686572125467
2011-10-12,-0.0030241986524095,-0.0030241986524095
2011-10-13,0.0077755085473142,0.0077755085473142
2011-10-14,0.0021699393831805,0.0021699393831805
2011-10-17,-0.0040020289074787,-0.0040020289074787
2011-10-18,0.0123724769566713,0.0123724769566713
2011-10-19,-0.0145286622510983,-0.0145286622510983
2011-10-20,-0.0003356344640451,-0.0003356344640451
2011-10-21,-0.0013258506936091,-0.0013258506936091
2011-10-24,0.0016556038343517,0.0016556038343517
2011-10-25,-0.0086021580016665,-0.0086021580016665
2011-10-26,-0.0074589880537317,-0.0074589880537317
2011-10-27,-0.0429713822737044,-0.0429713822737044
2011-10-28,-0.0017375929704044,-0.0017375929704044
2011-10-31,-0.0017443273264328,-0.0017443273264328
2011-11-01,0.015782929584706,0.015782929584706
2011-11-02,0.0001735276949404,0.0001735276949404
2011-11-03,0.00967514768935,0.00967514768935
2011-11-04,-0.0079214583587065,-0.0079214583587065
2011-11-07,0.0026119018819749,0.0026119018819749
2011-11-08,-0.0036464504934234,-0.0036464504934234
2011-11-09,-0.0042261256312319,-0.0042261256312319
2011-11-10,0.0147870657502784,0.0147870657502784
2011-11-11,-0.0055836623129684,-0.0055836623129684
2011-11-14,-0.0012466552612996,-0.0012466552612996
2011-11-15,0.0112259636512089,0.0112259636512089
2011-11-16,-0.00248541096742,-0.00248541096742
2011-11-17,0.0021383241066644,0.0021383241066644
2011-11-18,-0.0012400300066988,-0.0012400300066988
2011-11-21,-0.0035417169933782,-0.0035417169933782
2011-11-22,0.0111230519055451,0.0111230519055451
2011-11-23,-0.0117751981515767,-0.0117751981515767
2011-11-25,-0.0021629223661657,-0.0021629223661657
2011-11-28,-0.0023318577240399,-0.0023318577240399
2011-11-29,0.0116927779113999,0.0116927779113999
2011-11-30,0.0082153684360166,0.0082153684360166
2011-12-01,0.0019070840806098,0.0019070840806098
2011-12-02,-0.0022425576225242,-0.0022425576225242
2011-12-05,-0.0018774639028003,-0.0018774639028003
2011-12-06,-0.0015347911583331,-0.0015347911583331
2011-12-07,-0.0020575948647583,-0.0020575948647583
2011-12-08,0.0091127713323138,0.0091127713323138
2011-12-09,0.0121180932347428,0.0121180932347428
2011-12-12,-0.0028706852438082,-0.0028706852438082
2011-12-13,-0.008937584926066,-0.008937584926066
2011-12-14,0.003924237158184,0.003924237158184
2011-12-15,-0.0005055406002651,-0.0005055406002651
2011-12-16,-0.0016806466238839,-0.0016806466238839
2011-12-19,0.0018489963447775,0.0018489963447775
2011-12-20,-0.0056751819972266,-0.0056751819972266
2011-12-21,0.0026463752867175,0.0026463752867175
2011-12-22,0.0034511570162033,0.0034511570162033
2011-12-23,-0.003593616731728,-0.003593616731728
2011-12-27,0.0081926922824978,0.0081926922824978
2011-12-28,0.0021138385059388,0.0021138385059388
2011-12-29,0.0056771851655862,0.0056771851655862
2011-12-30,-0.0043513370037627,-0.0043513370037627
2012-01-03,-0.0210949692557505,-0.0210949692557505
2012-01-04,0.0016441709079721,0.0016441709079721
2012-01-05,-0.002132500908306,-0.002132500908306
2012-01-06,-0.0039389738595885,-0.0039389738595885
2012-01-09,0.0026315764707211,0.0026315764707211
2012-01-10,-0.0022898166674198,-0.0022898166674198
2012-01-11,0.0031198460090062,0.0031198460090062
2012-01-12,0.0060398752321215,0.0060398752321215
2012-01-13,-0.0009749979265255,-0.0009749979265255
2012-01-17,-0.0066300104527885,-0.0066300104527885
2012-01-18,0.008138021015232,0.008138021015232
2012-01-19,-0.0051637839038369,-0.0051637839038369
2012-01-20,-0.0038847178457691,-0.0038847178457691
2012-01-23,0.0017839865492017,0.0017839865492017
2012-01-24,-0.0003256873117305,-0.0003256873117305
2012-01-25,0.0070295948675389,0.0070295948675389
2012-01-26,-0.0034014074094717,-0.0034014074094717
2012-01-27,-0.0037416550783939,-0.0037416550783939
2012-01-30,0.0091593290625028,0.0091593290625028
2012-01-31,-0.0084415041549856,-0.0084415041549856
2012-02-01,0.004918020279681,0.004918020279681
2012-02-02,0.0001624686607808,0.0001624686607808
2012-02-03,-0.0016323616856179,-0.0016323616856179
2012-02-06,-0.0008189166497412,-0.0008189166497412
2012-02-07,-0.0037909930637521,-0.0037909930637521
2012-02-08,-0.0021512670438312,-0.0021512670438312
2012-02-09,-0.0084576837145257,-0.0084576837145257
2012-02-10,-0.0013416372567778,-0.0013416372567778
2012-02-13,0.0033540291691592,0.0033540291691592
2012-02-14,0.0160911680678508,0.0160911680678508
2012-02-15,-0.0036232084367631,-0.0036232084367631
2012-02-16,-0.0024740478844851,-0.0024740478844851
2012-02-17,0.0029663860295074,0.0029663860295074
2012-02-21,-0.0019736666676078,-0.0019736666676078
2012-02-22,0.0014962618504534,0.0014962618504534
2012-02-23,0.0099800781683006,0.0099800781683006
2012-02-24,0.0064229147201575,0.0064229147201575
2012-02-27,-0.0052744305996701,-0.0052744305996701
2012-02-28,-0.0114484589591554,-0.0114484589591554
2012-02-29,0.0201680800494025,0.0201680800494025
2012-03-01,0.0057593956143599,0.0057593956143599
2012-03-02,0.0022880079667888,0.0022880079667888
2012-03-05,-0.006360068355991,-0.006360068355991
2012-03-06,-0.0151515475155967,-0.0151515475155967
2012-03-07,-0.0066610777063053,-0.0066610777063053
2012-03-08,-0.0070023036370574,-0.0070023036370574
2012-03-09,-0.0043514363436518,-0.0043514363436518
2012-03-12,0.0064816888185812,0.0064816888185812
2012-03-13,0.001151879122872,0.001151879122872
2012-03-14,-0.0042918806268042,-0.0042918806268042
2012-03-15,-0.001159511281476,-0.001159511281476
2012-03-16,-0.0018257362713952,-0.0018257362713952
2012-03-19,0.0043289762835208,0.0043289762835208
2012-03-20,-0.0021565570015009,-0.0021565570015009
2012-03-21,-0.000166250775435,-0.000166250775435
2012-03-22,0.0108786866255882,0.0108786866255882
2012-03-23,0.0034819943573348,0.0034819943573348
2012-03-26,0.009062498998241,0.009062498998241
2012-03-27,-0.0004888979628174,-0.0004888979628174
2012-03-28,-0.0057133281702696,-0.0057133281702696
2012-03-29,0.0057537146734459,0.0057537146734459
2012-03-30,-0.0004888979628174,-0.0004888979628174
2012-04-02,0.0089678659814104,0.0089678659814104
2012-04-03,-0.006143852268274,-0.006143852268274
2012-04-04,-0.0008156482493122,-0.0008156482493122
2012-04-05,-0.0081752779798471,-0.0081752779798471
2012-04-09,-0.0046596568245276,-0.0046596568245276
2012-04-10,0.0055276048934705,0.0055276048934705
2012-04-11,0.0091210488228748,0.0091210488228748
2012-04-12,0.0080117998641155,0.0080117998641155
2012-04-13,0.0016236154225256,0.0016236154225256
2012-04-16,-0.0053208937216861,-0.0053208937216861
2012-04-17,0.006933252208997,0.006933252208997
2012-04-18,-0.0009614064002198,-0.0009614064002198
2012-04-19,0.0072057767404624,0.0072057767404624
2012-04-20,0.0033365570980613,0.0033365570980613
2012-04-23,-0.0070141659480284,-0.0070141659480284
2012-04-24,0.0197774838559092,0.0197774838559092
2012-04-25,0.0061942290012421,0.0061942290012421
2012-04-26,0.0060450587418429,0.0060450587418429
2012-04-27,0.0037593984962405,0.0037593984962405
2012-04-30,0.0084274674748965,0.0084274674748965
2012-05-01,-0.0050745722073227,-0.0050745722073227
2012-05-02,0.0025437403005773,0.0025437403005773
2012-05-03,0.0023820703658041,0.0023820703658041
2012-05-04,-0.0047611917747837,-0.0047611917747837
2012-05-07,0.0047961584078168,0.0047961584078168
2012-05-08,0.014679384304681,0.014679384304681
2012-05-09,0.0038416391113784,0.0038416391113784
2012-05-10,0.0054172049876354,0.0054172049876354
2012-05-11,0.0014628214340002,0.0014628214340002
2012-05-14,0.0132158817334028,0.0132158817334028
2012-05-15,-0.0046498066876376,-0.0046498066876376
2012-05-16,-0.0020411050754218,-0.0020411050754218
2012-05-17,-0.0042249551006124,-0.0042249551006124
2012-05-18,-0.0153373566521334,-0.0153373566521334
2012-05-21,-0.0050006816969147,-0.0050006816969147
2012-05-22,0.0069702093812249,0.0069702093812249
2012-05-23,-0.0004460785025556,-0.0004460785025556
2012-05-24,0.0125073896975461,0.0125073896975461
2012-05-25,-0.006746833124284,-0.006746833124284
2012-05-29,-0.0035293803495519,-0.0035293803495519
2012-05-30,0.0020749872108416,0.0020749872108416
2012-05-31,-0.0094814724392361,-0.0094814724392361
2012-06-01,-0.0031765100973207,-0.0031765100973207
2012-06-04,0.0016692049742725,0.0016692049742725
2012-06-05,0.0010628559698679,0.0010628559698679
2012-06-06,0.0096735089816049,0.0096735089816049
2012-06-07,-0.0096554000122623,-0.0096554000122623
2012-06-08,0.0115268953276812,0.0115268953276812
2012-06-11,-0.0070827172984397,-0.0070827172984397
2012-06-12,0.0035645010729648,0.0035645010729648
2012-06-13,0.0093827796252546,0.0093827796252546
2012-06-14,-0.0040462253127886,-0.0040462253127886
2012-06-15,0.004481028580894,0.004481028580894
2012-06-18,0.004466179833426,0.004466179833426
2012-06-19,0.0086144789802792,0.0086144789802792
2012-06-20,0.0077043935474628,0.0077043935474628
2012-06-21,-0.0202817245268485,-0.0202817245268485
2012-06-22,-0.0017236820144757,-0.0017236820144757
2012-06-25,-0.0124150862225155,-0.0124150862225155
2012-06-26,0.0143457155937367,0.0143457155937367
