Date,Weighted Industry Change,BECN Change
2011-04-18,-0.0027816164483663,-0.0027816164483663
2011-04-19,-0.0055478010421018,-0.0055478010421018
2011-04-20,-0.0009187164604095,-0.0009187164604095
2011-04-21,-0.0091158048345983,-0.0091158048345983
2011-04-25,0.0,0.0
2011-04-26,0.003661323675486,0.003661323675486
2011-04-27,0.0096021525566623,0.0096021525566623
2011-04-28,0.0177191906221188,0.0177191906221188
2011-04-29,-0.0057906932604581,-0.0057906932604581
2011-05-02,-0.0303571569980412,-0.0303571569980412
2011-05-03,-0.0152213984806666,-0.0152213984806666
2011-05-04,-0.0333176490974284,-0.0333176490974284
2011-05-05,0.0044117722681786,0.0044117722681786
2011-05-06,0.0053089099419354,0.0053089099419354
2011-05-09,-0.0083909217361016,-0.0083909217361016
2011-05-10,0.0129032374096291,0.0129032374096291
2011-05-11,-0.0073891440476718,-0.0073891440476718
2011-05-12,0.0034825718157076,0.0034825718157076
2011-05-13,-0.0163366292694156,-0.0163366292694156
2011-05-16,-0.0015220081527303,-0.0015220081527303
2011-05-17,-0.0076922881297576,-0.0076922881297576
2011-05-18,0.0429384338842214,0.0429384338842214
2011-05-19,0.0163204715584785,0.0163204715584785
2011-05-20,0.0401960642234212,0.0401960642234212
2011-05-23,0.0019174979390397,0.0019174979390397
2011-05-24,0.0105011601595581,0.0105011601595581
2011-05-25,-0.0042694569693368,-0.0042694569693368
2011-05-26,0.0219990911132512,0.0219990911132512
2011-05-27,0.0037243913133587,0.0037243913133587
2011-05-31,0.0045850703309682,0.0045850703309682
2011-06-01,-0.0438155678301406,-0.0438155678301406
2011-06-02,-0.0042959498477491,-0.0042959498477491
2011-06-03,-0.0024367028895589,-0.0024367028895589
2011-06-06,-0.0078277809800207,-0.0078277809800207
2011-06-07,-0.0131707540372522,-0.0131707540372522
2011-06-08,-0.0029791195511767,-0.0029791195511767
2011-06-09,0.0079247074383288,0.0079247074383288
2011-06-10,-0.006934189861011,-0.006934189861011
2011-06-13,0.0064806117435819,0.0064806117435819
2011-06-14,0.0480156565194972,0.0480156565194972
2011-06-15,0.0014157045087684,0.0014157045087684
2011-06-16,-0.0033034305361017,-0.0033034305361017
2011-06-17,0.0046793855963497,0.0046793855963497
2011-06-20,0.0088413464905184,0.0088413464905184
2011-06-21,0.0343092396641949,0.0343092396641949
2011-06-22,-0.0088338719515278,-0.0088338719515278
2011-06-23,0.0117593949210526,0.0117593949210526
2011-06-24,-0.0071525144728705,-0.0071525144728705
2011-06-27,0.0036101048852397,0.0036101048852397
2011-06-28,0.0187751479900408,0.0187751479900408
2011-06-29,-0.017513118032311,-0.017513118032311
2011-06-30,0.0224014339980454,0.0224014339980454
2011-07-01,0.0109313507138629,0.0109313507138629
2011-07-05,0.0069324024237874,0.0069324024237874
2011-07-06,-0.0077319716437567,-0.0077319716437567
2011-07-07,-0.0073118312384494,-0.0073118312384494
2011-07-08,-0.0219010075195319,-0.0219010075195319
2011-07-11,-0.0167647909832792,-0.0167647909832792
2011-07-12,-0.0097086959140322,-0.0097086959140322
2011-07-13,0.00648746015493,0.00648746015493
2011-07-14,-0.0123739899880803,-0.0123739899880803
2011-07-15,-0.0027752715523549,-0.0027752715523549
2011-07-18,-0.0120874117208391,-0.0120874117208391
2011-07-19,0.0356305781340945,0.0356305781340945
2011-07-20,0.0031616845868994,0.0031616845868994
2011-07-21,0.0261261217915948,0.0261261217915948
2011-07-22,-0.0180616666798304,-0.0180616666798304
2011-07-25,-0.0185604275500232,-0.0185604275500232
2011-07-26,-0.0148011836147642,-0.0148011836147642
2011-07-27,-0.0312204288773675,-0.0312204288773675
2011-07-28,0.0381232024217176,0.0381232024217176
2011-07-29,0.0161596117131507,0.0161596117131507
2011-08-01,-0.0417246004294673,-0.0417246004294673
2011-08-02,-0.02385597159815,-0.02385597159815
2011-08-03,-0.0178748120115617,-0.0178748120115617
2011-08-04,-0.0625961686855627,-0.0625961686855627
2011-08-05,-0.0329018651687705,-0.0329018651687705
2011-08-08,-0.0352941767311806,-0.0352941767311806
2011-08-09,-0.0547403696919707,-0.0547403696919707
2011-08-10,-0.0716911824860514,-0.0716911824860514
2011-08-11,0.0255905740931739,0.0255905740931739
2011-08-12,0.0152187548605942,0.0152187548605942
2011-08-15,0.0006192092333155,0.0006192092333155
2011-08-16,-0.0123838894110969,-0.0123838894110969
2011-08-17,0.0043398391701791,0.0043398391701791
2011-08-18,-0.0064102807066923,-0.0064102807066923
2011-08-19,-0.0191040814244349,-0.0191040814244349
2011-08-22,-0.003270123666423,-0.003270123666423
2011-08-23,0.0661861214766078,0.0661861214766078
2011-08-24,0.0562075242368161,0.0562075242368161
2011-08-25,0.0225694082263457,0.0225694082263457
2011-08-26,0.0323679542912201,0.0323679542912201
2011-08-29,0.0336591116539311,0.0336591116539311
2011-08-30,0.009023358541247,0.009023358541247
2011-08-31,-0.0282722986776082,-0.0282722986776082
2011-09-01,-0.0318059394530402,-0.0318059394530402
2011-09-02,-0.0267805888197413,-0.0267805888197413
2011-09-06,0.0575408141987143,0.0575408141987143
2011-09-07,0.0288298594395155,0.0288298594395155
2011-09-08,-0.0271619541906477,-0.0271619541906477
2011-09-09,0.0063255097304397,0.0063255097304397
2011-09-12,0.030796090345158,0.030796090345158
2011-09-13,0.013521113865812,0.013521113865812
2011-09-14,0.0164925359127313,0.0164925359127313
2011-09-15,0.008569890024546,0.008569890024546
2011-09-16,-0.0190981752289754,-0.0190981752289754
2011-09-19,-0.012121174544262,-0.012121174544262
2011-09-20,-0.019444465637207,-0.019444465637207
2011-09-21,-0.0090909002241026,-0.0090909002241026
2011-09-22,-0.0516627005745831,-0.0516627005745831
2011-09-23,-0.0094043649105964,-0.0094043649105964
2011-09-26,-0.0031250119209289,-0.0031250119209289
2011-09-27,0.0208589060430658,0.0208589060430658
2011-09-28,-0.0198555900747641,-0.0198555900747641
2011-09-29,-0.0197960361245193,-0.0197960361245193
2011-09-30,-0.006832335884797,-0.006832335884797
2011-10-03,-0.033396328720422,-0.033396328720422
2011-10-04,0.0869564998871675,0.0869564998871675
2011-10-05,-0.0048543644373911,-0.0048543644373911
2011-10-06,-0.0123528873219209,-0.0123528873219209
2011-10-07,-0.0308605605929556,-0.0308605605929556
2011-10-10,0.0150511734385004,0.0150511734385004
2011-10-11,0.0125974255255878,0.0125974255255878
2011-10-12,0.0099706794076815,0.0099706794076815
2011-10-13,-0.0069929448107112,-0.0069929448107112
2011-10-14,-0.0052204265535238,-0.0052204265535238
2011-10-17,-0.0345838318322186,-0.0345838318322186
2011-10-18,0.0361663879416017,0.0361663879416017
2011-10-19,-0.0442117629592907,-0.0442117629592907
2011-10-20,0.0152439027936028,0.0152439027936028
2011-10-21,0.0082841006010179,0.0082841006010179
2011-10-24,0.0392961939163966,0.0392961939163966
2011-10-25,-0.0323496921125941,-0.0323496921125941
2011-10-26,0.006936465001474,0.006936465001474
2011-10-27,0.0138580924230896,0.0138580924230896
2011-10-28,0.0109468445856458,0.0109468445856458
2011-10-31,0.0137513749066784,0.0137513749066784
2011-11-01,-0.008993914925608,-0.008993914925608
2011-11-02,-0.0033333036634657,-0.0033333036634657
2011-11-03,0.0307524108427066,0.0307524108427066
2011-11-04,-0.0134408599393934,-0.0134408599393934
2011-11-07,0.0229007673282207,0.0229007673282207
2011-11-08,-0.0037115425534925,-0.0037115425534925
2011-11-09,-0.0065717873893338,-0.0065717873893338
2011-11-10,0.0103428752329285,0.0103428752329285
2011-11-11,0.0459156770619376,0.0459156770619376
2011-11-14,-0.0056265323424876,-0.0056265323424876
2011-11-15,0.0144627464085497,0.0144627464085497
2011-11-16,-0.014871841821915,-0.014871841821915
2011-11-17,-0.0135275878340525,-0.0135275878340525
2011-11-18,-0.0121372791728208,-0.0121372791728208
2011-11-21,0.0043478220306855,0.0043478220306855
2011-11-22,-0.0086767810617249,-0.0086767810617249
2011-11-23,0.0027564027613864,0.0027564027613864
2011-11-25,0.0022086696206876,0.0022086696206876
2011-11-28,0.0258302471720817,0.0258302471720817
2011-11-29,-0.0612657764289952,-0.0612657764289952
2011-11-30,0.0103466509947668,0.0103466509947668
2011-12-01,-0.0046225041480179,-0.0046225041480179
2011-12-02,-0.0041450739310102,-0.0041450739310102
2011-12-05,-0.0112820160694611,-0.0112820160694611
2011-12-06,0.002590732973355,0.002590732973355
2011-12-07,-0.0031217205039487,-0.0031217205039487
2011-12-08,-0.0194737283807051,-0.0194737283807051
2011-12-09,0.0139860261833102,0.0139860261833102
2011-12-12,-0.0026867889720198,-0.0026867889720198
2011-12-13,-0.0352941080473177,-0.0352941080473177
2011-12-14,-0.0273742894726607,-0.0273742894726607
2011-12-15,0.0360766289687555,0.0360766289687555
2011-12-16,0.0102150822667135,0.0102150822667135
2011-12-19,-0.0116033398722398,-0.0116033398722398
2011-12-20,0.026576353032232,0.026576353032232
2011-12-21,0.0157121835014436,0.0157121835014436
2011-12-22,0.0138750631844668,0.0138750631844668
2011-12-23,0.0009736392173147,0.0009736392173147
2011-12-27,0.0146056097219431,0.0146056097219431
2011-12-28,-0.0245310344599809,-0.0245310344599809
2011-12-29,-0.0073493199241394,-0.0073493199241394
2011-12-30,-0.0014807841217466,-0.0014807841217466
2012-01-03,0.0048216192176136,0.0048216192176136
2012-01-04,-0.0072639041792366,-0.0072639041792366
2012-01-05,0.0334810597270603,0.0334810597270603
2012-01-06,0.0014286041259765,0.0014286041259765
2012-01-09,0.0076263036655461,0.0076263036655461
2012-01-10,0.0163094313327799,0.0163094313327799
2012-01-11,0.0188766049895786,0.0188766049895786
2012-01-12,0.0022411988169478,0.0022411988169478
2012-01-13,-0.0032051142094852,-0.0032051142094852
