Date,Weighted Industry Change,PTVCB Change,AXS Change,DGICA Change,RNR Change,Y Change,MKL Change,WRB Change,AFG Change,CB Change
2011-04-18,-0.0022993589091155,-0.0595727507744195,-0.0022490305606908,0.0076045919673497,0.0024864437928344,0.0113111200604264,0.0074953433067753,0.0035132741050095,-0.0086654894949822,-0.004451963743393
2011-04-19,-0.0066206430365818,-0.0017376591977371,-0.0098841704498531,-0.0022522322566455,0.0056718932159971,0.0018331089483745,-0.0009170666005993,-0.0066773271987665,-0.002620091894784,-0.0092193985439439
2011-04-20,-0.0107263059368042,0.0060188902953923,-0.0172024993260268,0.0066864897721267,-0.0045825531495533,0.0046537919464217,0.0010850203906722,-0.0034931917376856,-0.0020225279858354,-0.0109180239551026
2011-04-21,0.0068140182173479,-0.0029673460945923,0.0085518592189744,0.00219143079365,-0.0064479806810919,0.0006570338762071,0.0012035432242,0.0076142055955325,0.0023087449591502,0.0077136686571123
2011-04-25,0.0051732933140388,-0.0012819991361505,0.0048350962565516,-0.016874577694754,0.0024555562718787,0.0033274854801589,-0.0011594468268795,0.0091540087328026,-0.0043165906727743,0.004296436813931
2011-04-26,-0.0005315557968316,-0.0025784861242232,0.0028161727272658,0.01191361457754,-0.0010071898535859,-0.0113456181174172,-0.0005323039612896,-0.0056303177149403,0.0054817838299318,0.0010719707741626
2011-04-27,0.0056882190351102,-0.0189655396374162,0.0005609156300284,0.0118081066538667,0.0069045365378547,0.0011208916395296,0.0121561885778857,0.0028212915357308,0.0091769344601733,0.0080718664291321
2011-04-28,0.012935516794144,0.0056818650735858,0.0081278282804631,0.0111028583263531,0.0170000348772321,0.000364494153586,0.0079457203487082,0.0109375115949655,0.0179231074272968,0.0144752576732531
2011-04-29,-0.0030452778305422,0.0013009838395623,-0.011462114681721,0.0007336925016782,-0.0138908083401156,0.0007604562737641,0.0006714599023905,0.0111627800520076,0.0002797018092824,-0.0005944555652118
2011-05-02,-0.0158838950800268,-0.0220397684673224,-0.0194365810340561,-0.0344574967154521,-0.0179454105314109,0.0054677634453936,-0.0032565920338748,-0.0143774938226321,-0.0083705143912753,-0.0138765108009322
2011-05-03,0.0080634271867607,-0.0141280220844869,0.0008648773474162,-0.0022744301687323,0.0068975913521098,0.0067873303167421,-0.0025992456612891,0.0096573341165941,-0.00028164286009,0.0141205114273019
2011-05-04,-0.012399689951632,-0.0240856785767061,-0.0031636643342924,-0.0045592299876949,-0.0109023403559296,-0.004259316012304,-0.0062095035570177,-0.0108024807187809,-0.0153890046426378,-0.0175879748299905
2011-05-05,0.0029088657795153,-0.0086600058993926,-0.0028976667338374,-0.0076045194445858,0.0114775663883669,-0.0069423117347231,-0.0028206775978343,-0.0034396689157634,-0.0025751116058151,0.0067822846719768
2011-05-06,-0.006062808011998,-0.0081484972355101,-0.0095046606985114,-0.0037878932922233,-0.018321273234382,0.0137239682098295,-0.0116006115193121,-0.0031103725746156,-0.0071103527043501,-0.0019297146728867
2011-05-09,-2.8229082902543486e-05,0.0237226485380373,-0.0066821485901134,0.0304182953466347,-0.0040450559716709,-0.008071211820298,-0.0052270058473926,0.0062441403961092,0.0071777199786735,0.0008914941437312
2011-05-10,0.006217784308107,-0.0031014486384895,-0.0037934364277425,-0.0109889833496146,0.0039129948270492,-0.0036165814755902,0.0060901969477454,0.0062169663907622,0.0036921633483529,0.0143745338330501
2011-05-11,-0.0042662847985491,-0.0160000271267359,-0.0108440487534425,-0.0082028081975314,0.0014433960144781,-0.0125900474942604,-0.0061538461538461,-0.0040235845330856,-0.0065081930176359,-0.0033753409098797
2011-05-12,0.0159798818655137,0.0113636363636364,0.0169996932769398,0.0301205256210569,0.0133043839283359,0.006239321624163,0.0301207688506223,0.0208852885900749,0.0128498217320751,0.0142158907422778
2011-05-13,-0.0091222427975026,-0.0148049267608961,-0.0126322060402658,-0.0007331545916515,0.0022876183461515,-0.002827584959074,-7.243457621388523e-05,-0.0137614333742974,-0.0065008348019414,-0.0089168334702112
2011-05-16,0.0059721648016755,0.0059523424843566,0.0050868340202527,0.0155096040427337,0.010021540342568,0.0036970008967201,0.0053269060702937,0.0143347145414142,0.0,0.0
2011-05-17,0.0024906570742091,0.0055046258455547,-0.0110481555102439,-0.0241935421847406,-0.0019889102267703,-0.0092195309160759,0.0156079127047647,-0.0024653289422582,-0.0008579523290487,0.0155462749204951
2011-05-18,0.0113449594245445,0.0164008515029646,0.0039192365176835,0.0060150317713367,0.0085433354042672,0.0093492696232126,0.0039582436663672,0.0166256436971216,0.0148996166284066,0.0118178807670579
2011-05-19,-0.0040900653796449,-0.0071492338432522,-0.0068841527472842,-0.0133729795442529,0.009859111947073,-0.0012179156620349,-0.0029761904761904,-0.0024205726339728,-0.001124568902742,-0.0090219800414257
2011-05-20,0.0026328060644691,0.0004583056380246,0.0087718417659946,-0.0067771200600584,0.0217846326671899,-0.0046340644675329,-0.0066157996464415,0.0021244505880943,-0.0079073363598823,-0.007952617446999
2011-05-23,-0.005796649352346,0.013005052037483,-0.0148485357111151,0.004608253750606,-0.0073366389115395,0.0013230669124824,0.0044512967298566,-0.0039730794531074,-0.0014404851160861,-0.0019111623027581
2011-05-24,-0.0040557458663866,-0.0173041519403017,-0.0018422282423461,-0.0060744057131829,-0.00613660851798,0.0034646909746795,0.0026093672524041,-0.0107460971676135,-0.0048948508835586,-0.0022081779067425
