Date,Weighted Industry Change,MRLN Change,BPOP Change,AROW Change,SIVB Change,TCBI Change,OFG Change
2011-04-18,-0.0052765828344007,-0.0131004035833168,-0.0032362583399437,0.0008517916224952,-0.0086146566326538,-0.0087719024730356,0.0088211430891537
2011-04-19,-0.0077672103492678,-0.0026315556118464,-0.0064516375141759,-0.0076077047776054,-0.005285398976954,-0.0167865734855979,-0.0071145613934832
2011-04-20,-0.0121080907101264,0.0136635223647214,-0.016025640633763,0.007092271459889,-0.0087427874104981,-0.0196708058659048,0.0141955321111458
2011-04-21,0.0028763692898005,0.0,0.0193548510151523,-0.0164203222461651,0.0043859649122807,-0.022393819777939,-0.0123552007543377
2011-04-25,-0.0034126060362886,-0.0250000158945719,-0.0030768761268029,0.0025167871094025,-0.008345852132757,0.0130486323352975,0.0054988728213447
2011-04-26,-0.0069713291744906,0.0102476417735409,-0.018518588288927,0.0188127244221525,0.0035223566409292,0.0042934699219245,0.0023418994526536
2011-04-27,-0.0050758047860672,0.0050890941315381,-0.0156249999999999,-0.0057589664772884,0.006334343103617,0.0066122163495764,0.0085736287865442
2011-04-28,-0.002607588604954,0.009353712120438,-0.009554115946024,0.0132230889145691,0.001493778466189,0.004255268912173,0.0124127108728117
2011-04-29,0.0078383242055792,0.0243697454747351,0.012861723910737,0.0142857156406404,-0.0009917582362152,-0.0088360139653381,0.0038729815124582
2011-05-02,-0.0056755316757686,-0.0164068758121194,0.0062893323187995,-0.0341502374811824,-0.0094245982000406,-0.0216132562423891,-0.0285714201551078
2011-05-03,0.0019554690632527,-0.0075062680822299,0.0062893323187995,0.0012478760251116,0.0063758570108058,-0.001980167804378,-0.0071599168474879
2011-05-04,-0.0082176587471695,0.0034692075264012,-0.0124999880790712,-0.0144807626267074,-0.0086781818917995,0.0,-0.0111731358844359
2011-05-05,-0.0031872905041762,0.0026086724322774,-0.009584640395305,-0.0101179805732184,0.0049269607971485,0.0011942188811564,-0.0048661367650964
2011-05-06,-0.0152850877610062,0.0251736067994325,-0.0191692807906099,-0.006334432150717,-0.0126750889449231,-0.0165876809382346,-0.0137540518621379
2011-05-09,0.0091805661308352,0.0042336355024591,0.0097719618763884,0.0153518648493662,0.0098372089562571,0.0016122900599919,0.0090758793494963
2011-05-10,0.0053237364096161,0.0477786823338912,0.0,0.0137959849569704,0.0013389427791579,0.0260312993092985,0.0195440333885424
2011-05-11,-0.0085443958625856,0.0024232417361771,-0.0032467037856535,-0.0082883696653891,-0.0033472931035891,-0.0265936767028362,-0.0183559095880195
2011-05-12,-0.0048323592960211,0.0217742311346679,-0.0097402352107714,0.0226225173814931,0.0038733502542799,0.0048348445088185,-0.0065306060168208
2011-05-13,-0.019924259552178,-0.0181244720127392,-0.0229508446865393,-0.0176229636215554,-0.0119448031775965,-0.0156563385000965,-0.0311986949852081
2011-05-16,-0.0138847485079189,-0.0275750328217112,-0.0168918916741979,-0.0054667486442816,-0.002571601597294,0.0008203633491448,-0.02129471932487
2011-05-17,0.024987252873044,-0.0025125405381487,0.0346020765813025,0.0097622924206025,0.0069204417155499,0.0123660030597769,0.0104803395247202
2011-05-18,0.0098345677713414,-0.0025125405381487,0.0134680002779462,0.0171835807075027,0.0059992881934464,0.0044696749400591,0.0043102789151989
2011-05-19,-0.0023991010145138,0.0041736387850921,1.355388447511666e-16,-0.0188293718073526,-0.0052560423142936,0.0044372206107517,-0.012809531856672
2011-05-20,-0.015120635085558,-0.0041875409395065,-0.0201341774994041,-0.0125627595489341,0.0054803853086004,-0.004038787582606,0.0017391702403195
2011-05-23,-0.0081530904868838,-0.012875504158102,-0.0139373350259779,0.0025532000730531,0.0029401934372164,-0.0028794609774585,0.008764275443212
2011-05-24,-0.0048896040554279,-0.0008628325064865,-0.007067097561222,-0.0092788166958135,-0.0024113537897728,-0.0024722444235398,-0.0025973794351323
2011-05-25,0.0079510900028032,0.0364900145909681,0.0,0.0149828776491497,0.0142361061900486,0.0070627369526099,0.0156658232168326
2011-05-26,0.0198196758451679,0.0176619034552765,0.0179211471984364,0.0203390531422845,0.0080881296810621,0.0161356801165652,0.0335051012152385
2011-05-27,0.003682327231563,0.01900822603184,0.0034965167879688,-0.0070248650070792,0.002714622516798,-0.0036481618285189,0.0091513853983424
2011-05-31,0.0036870148242651,-0.012789755754178,0.0034602208577748,0.0123761832860749,-0.0025196995507719,0.0100887809956652,0.0089943266123335
2011-06-01,-0.0333063068305497,-0.0219869307785423,-0.0449826731564039,-0.028901735213194,-0.0320610579336351,-0.023163011575412,-0.0243704452078485
2011-06-02,0.0005572977215855,0.0091135553548301,-0.0071942036359554,0.0225147958053009,0.0031468584401209,0.0097959090252311,-0.0024937434444798
2011-06-03,0.0113593298861065,0.0243697454747351,0.0256410543041034,-0.0084210810566476,-0.001238932651756,0.0040983763538167,0.0092514426830123
2011-06-06,-0.0221025733514273,-0.0212766140098499,-0.0467625637675375,-0.0046570371256504,-0.0017765551108879,-0.0008196909047689,-0.0016708819814117
2011-06-07,0.0040090782689207,0.0132450205647868,0.007462715247502,0.0008449542770473,0.0017658215121842,-0.005693346432684,-0.0049874868889599
2011-06-08,-0.0058365649002856,0.0180623405453451,-0.0110701527744002,0.0067883132881114,0.0023037580615308,0.0032881185350152,-0.0033472771959388
2011-06-09,0.0070353141965816,1.1435831591421734e-16,0.0185185185185186,-0.0109381942316179,-0.0052965967565913,-0.0004087621384887,0.0083612358821714
2011-06-10,-0.0030351937913303,-0.0016326904296875,0.0,-0.0097873163870828,-0.0066035862920897,0.0,-0.008305679550379
2011-06-13,-0.0024171281980937,-0.0291970526281268,-0.0036496490095605,-0.0158119695464499,0.0021513579994297,-0.0016434229776736,-0.0016722790718965
2011-06-14,0.0187841177472713,-0.0090610055387737,0.0290908813476561,0.0292221752889146,0.0060294406147893,0.0069302923577371,0.0124688757717489
2011-06-15,-0.0005928505885229,0.0008431896434506,0.0035842431124376,-0.0205709702424236,-0.0024946434838382,0.0020474707987032,-0.0148515104682675
2011-06-16,0.0138371032166748,-0.0159262807374098,0.0178571428571427,0.0212856271912032,0.007689562218451,0.0245499332388972,0.0075313936422081
2011-06-17,-0.0024218202853234,-0.0336134143993928,-0.0208332809033204,-0.004960744490151,0.0035223805431353,0.014291333678862,0.0066225102823933
2011-06-20,0.0014637889126669,0.0192475334628705,-0.0035587323883337,0.0108378863704896,0.0054683609243371,-0.0023576177403651,0.004950529718089
2011-06-21,-0.0085397408458612,0.0008531804590182,-0.0283688341406196,-0.0028641193840718,0.013286683765669,0.0176193750767345,-0.0106035980435518
2011-06-22,-0.0099359833662644,-0.0273504017128968,-0.0145454406738281,-0.0107216859563939,0.0027700805412326,-0.0042602870508016,-0.0140845137193207
2011-06-23,0.0064314353106494,0.0089286056404216,0.0223048472110912,0.0116813084523475,0.0043729230016977,-0.0007868000670196,-0.0084388504852792
2011-06-24,-0.0139306980253574,0.0096915993815149,-0.0291970528539538,0.0020704485564542,-0.0024373153376666,-0.0094117557301239,-0.0169924176007598
2011-06-27,0.0013640942378274,0.0806310331811799,-0.0149813301291779,0.0099501859680826,0.0117338354036251,0.0095200986585762,0.007792220874601
2011-06-28,-8.844131972023084e-05,0.0429845690389824,-0.0037878932922229,-0.0012290562569063,0.0084337640505285,0.0039354735171285,-0.0051591073969291
2011-06-29,0.0350395844323739,0.0,0.0568181826391825,-0.0097999513437215,0.0100152801581412,0.0011691616065435,0.0533103937625275
2011-06-30,0.0179278774391013,-0.0186191402948103,0.0109890532158667,0.0036916107735333,0.0023501660293042,0.0078033854657944,0.0370072427074223
2011-07-01,-0.0002388809559553,-0.0158982361270329,-0.0072464043541726,0.0077645884210716,0.0105297883024795,0.0100347445161334,0.0077579073027106
2011-07-05,-0.0106692125125065,0.0161290942816301,-0.0218181956898084,-0.0048641300713271,0.0056375417815603,0.0103171745119042,0.0030864168005625
2011-07-06,0.037233132366102,-0.0079301689546405,0.0524344411432948,0.0151391204822186,0.0059553450092306,0.0087253238585287,0.0007733391315945
2011-07-07,0.0041491381581352,0.0396760936018571,0.0071173968994927,0.0044140933951219,0.000818050358873,0.0026080363050023,-0.002293557579983
2011-07-08,0.0006596266915482,0.013481370414148,-0.0036101219752859,-0.0040420508540435,0.015300152213587,0.0037608266602433,-0.0038373132585981
2011-07-11,-0.0148752328711328,0.0039840788824669,-0.0328467018635144,-0.0024600329204823,0.0018242224169707,-0.0143612688554323,-0.0007775486372062
2011-07-12,-0.0023446569446713,0.0015898615170881,-0.0038022234609109,0.0,-0.001330481118137,0.0111409527671465,-0.0156128615447334
2011-07-13,-0.002746586415434,0.0330112596532649,-0.0075471986014885,-0.016227142093709,-0.0009935015598631,0.0086956346163359,0.0015735251006556
2011-07-14,-0.0153146071768176,-0.0172683922532899,-0.0189393942130608,-0.0221674684187882,-0.0102108487173521,-0.0161048798834731,-0.0187646420511321
2011-07-15,-0.0111427949674654,0.007177045682749,-0.0116278777492988,0.0163385064084216,-0.016182290621092,0.0003793713448516,-0.004777103313069
2011-07-18,-0.010930398645267,-0.0039745779839508,-0.0196850396657181,-0.0074565288497579,0.0018584323856012,0.0026717439994595,-0.0168946124691187
2011-07-19,0.0092986753959691,0.0039619802843325,0.0119047312689666,0.0294728629888254,0.004016092456621,0.0185605976590329,-0.0065093510133739
2011-07-20,-0.0060223002351518,-0.0087371413040811,-0.0153846007127029,-0.0128668583678539,0.0129567901895619,-0.0007429590530083,-0.0048741200301735
2011-07-21,0.008441304181351,0.019199981689453,-0.0194552523407322,0.0076922867059362,0.0080156691511184,0.0454709588780851,0.0153473003737432
2011-07-22,-0.017923273916042,-0.0172549229042204,-0.0354330563797996,-0.00321415317828,0.0077394314526523,-0.0044827296816069,-0.0237548210793734
2011-07-25,-0.0165983124609033,0.0040453229873555,-0.0289256504492119,-0.0102124057374077,0.0048277959447568,-0.012622742095839,0.011093529682433
2011-07-26,-0.0084683385774817,-0.0216172545265934,-0.008546959779967,-0.0140496339935868,-0.0023969562398521,-0.0223087523326017,-0.0007843316770067
2011-07-27,-0.0040944020215719,0.0355078709633726,-0.0043103611284991,-0.013848088473308,-0.004034210022195,-0.0039985681365453,-0.0055335728802459
2011-07-28,-0.0113843566025101,-0.005564363692269,-0.0172414445139971,0.0110076585623843,-0.0043916795669164,0.0036535795051108,-0.0126883308301587
2011-07-29,0.0447908209417978,0.0105262475102151,0.0619468847300624,0.0198899886873377,0.0100976760783371,0.0055187497000029,0.0064829759089816
2011-08-01,-0.0049968310187668,-0.0188530856047464,0.0,-0.0061753539549643,-0.0128811493875958,-0.0018005453217486,-0.0135027858803479
2011-08-02,-0.0092510653608622,-0.051405574253275,-0.0123456480032727,-0.0029022138424375,-0.0156328359339528,-0.0224312208963711,0.0008084259478053
2011-08-03,0.0104105443697398,0.0418760483728549,0.0166666507720949,0.0148945481450603,0.0021996797203331,0.013985983058504,0.0032258034744816
2011-08-04,-0.03557647929621,-0.0105949559568812,-0.033472771959389,-0.0173338467270431,-0.0464757817757701,-0.0334681805641108,-0.0324939527676347
2011-08-05,-0.0437253003378001,-0.0178426819456687,-0.0213675217158571,-0.0037719675157546,-0.0706154595251265,-0.0304625596575466,-0.0274770955384717
2011-08-08,-0.0756605790310058,0.0170940010705606,-0.083720894747002,-0.0204341981466405,-0.079487229454639,-0.075823731914167,-0.0737489137197727
2011-08-09,0.0597239904338442,0.0385273799235885,0.1428571011512698,0.033078794148657,0.018732966444714,0.0214556255389242,0.0157699518093669
2011-08-10,-0.0614789365890598,-0.0203734954633679,-0.0681818181818182,-0.040893753807725,-0.073232312893797,-0.0185732597778989,-0.0616246353932135
2011-08-11,0.0242530637280403,0.0232558540695895,0.0096154216478573,0.0414486087618421,0.0213723452561,0.0435897638628992,0.04446638481758
2011-08-12,-0.0354845545340927,-0.0108969078889727,-0.0430621834907747,-0.0383173058497572,-0.0155496952878964,-0.0310985642425597,-0.0572232331527971
2011-08-15,0.0165922559507317,-0.004237304231073,0.019607824804415,0.0136169681755244,0.0279551056401596,0.0243701022263273,-0.0049066966751206
2011-08-16,0.0038468482032961,-0.0430292603205084,0.0,-0.0242780220302893,-0.0080417071371985,-0.0040783189071297,0.0356435290178535
2011-08-17,0.0222374935614537,-0.0108499850524922,0.0382775674167901,-0.001274480141712,0.0002188774401576,0.0102082483600033,0.0113960008169175
2011-08-18,-0.0233320726290062,-0.0648147960095088,-0.0095238458542596,-0.0155106078156739,-0.0304877712587538,-0.0362500349680582,-0.0202898580103386
2011-08-19,-0.0282776678489895,-0.0585317616124513,-0.0245098043798895,0.0004396130138933,-0.0514515072016031,-0.0189594488267114,0.0179819527857863
2011-08-22,-0.0300150597228592,0.0031055624684328,-0.0582524631416457,-0.0254886157068744,-0.004599429559184,-0.0210157416387733,-0.0393096678250959
2011-08-23,0.0305564593715212,0.0697436210436698,0.0102564493815103,0.0344226228342654,0.0567961191566963,0.0636200759726367,0.0408773537714397
2011-08-24,0.0250687176822377,0.0608108238724573,0.0203045483776209,0.0182590361754874,0.0325860834872979,0.0219780414673395,0.0268713753283175
2011-08-25,-0.0422318365902,-0.0643699052888115,-0.0396040155541442,-0.028678352890319,-0.0418790016600229,-0.0484527138674888,-0.0405530431878211
2011-08-26,0.033679094107618,0.0828571319580079,0.0425532540890818,0.0081614898177513,0.0298646467818231,0.0257754551472248,0.0262135436009242
2011-08-29,0.0392569895690545,0.05877271591286,0.0454546242706077,0.0342494401754887,0.0259102040552012,0.0485028076880872,0.0299066031965202
2011-08-30,-0.0017457661602838,-0.015833298365275,-0.0195121765136719,0.0024671137492218,-0.0002192008765359,0.021448834734217,0.0091490782253734
2011-08-31,0.0161047069987013,-0.0017197297993864,0.0246305427976164,-0.0218647118974191,0.0028291853309409,0.0086443735465366,-0.0036036000430958
2011-09-01,-0.0317743650364876,-0.0120482224355904,-0.0239234454127307,-0.021267519407474,-0.0356444131596696,-0.0330225481362853,-0.0490463170415273
2011-09-02,-0.0237177468231765,-0.0097951612788171,-0.0399999618530273,-0.0109745250088235,-0.0080981554588828,-0.0291820421988929,-0.0235524809618428
2011-09-06,0.0066596192778598,0.0,-0.0211640014076031,0.036771322690588,0.0305876792813522,0.0280947923774045,0.0328542767985915
2011-09-07,0.0251862579606491,-0.0364768554947505,0.0157894335295024,0.0239009642503581,0.0354186046858485,0.0404210140830592,0.033268115822343
2011-09-08,-0.0402670479653321,0.0064634991059413,-0.0473684009752774,-0.0260176148582486,-0.0220373176374028,-0.0285015826877976,-0.008620613269246
2011-09-09,-0.0119020218889301,-0.0279069944869639,0.0056179991997707,-0.0094787047762452,-0.0204841078252264,-0.0295982607560957,-0.0253658759884719
2011-09-12,0.0056980399953535,0.0126459258577572,-0.0171428135463169,0.0459567500552173,0.0298436029178257,0.0380193930634741,0.0091742298739973
2011-09-13,-0.003108876048173,-0.0190114785396093,-0.0172413358412408,0.0016799720570698,0.0021032986833901,0.0403397364635341,0.0140140487017331
2011-09-14,-0.0001245502405608,0.0057747318536848,-0.0057802588746288,0.0058333531009023,0.0059907445251624,0.0133603203851392,0.0127077341405723
2011-09-15,0.022653851223221,0.0095694146693728,0.0344827813002221,-0.011894989056793,0.012012751741277,0.0099049129265869,0.0028626610644971
2011-09-16,-0.0309637343509893,0.0056550821449781,-0.0388889312744139,0.000410968847358,-0.0350956433411735,-0.0116913187390687,-0.027462116508472
2011-09-19,-0.0111811989421113,1.3534953786592083e-16,-0.0119046943257963,-0.0034143567442405,-0.0137996201095091,-0.0165656504004892,0.0059700960003659
2011-09-20,-0.0270717043175559,-0.0161290395549544,-0.0299401183926649,-0.0212765487655935,-0.0201535543770996,-0.0245901799528745,-0.0325443700722714
2011-09-21,-0.0828004268992853,-0.0028845898145744,-0.0981594786923405,-0.0172786564388684,-0.0773737341760365,-0.0666104540237696,-0.0508130073421291
2011-09-22,-0.0088054297382013,-0.0138614196074299,-0.0352112680785927,-0.0084519364919048,-0.0049193851988287,0.0138888533223321,0.0185185262137843
2011-09-23,0.0264913430294957,0.0150450967415044,0.0367647048511305,0.0062527652334323,0.0262936678799713,0.0223642069616921,-0.0032154054894435
2011-09-26,0.0436819110528594,0.0303951564552495,0.0575539721359681,0.0177148322054578,0.0167205744678662,0.0270150846949802,0.0256136365047398
2011-09-27,0.0238555757964277,0.0076997036633851,0.0405405013556028,-0.019734006738243,-0.0145454902153512,0.0092944365291671,0.0040899757612645
2011-09-28,-0.0304233079295263,-0.0287355602603896,-0.0331125819449371,-0.033231324254614,-0.0213214355752485,-0.0344972519576201,-0.0491300382211564
2011-09-29,0.0211589345433456,0.0429390059728406,0.0337837833483959,0.00837740425504,0.0125918036643708,-0.0012766249636387,0.0419286813553172
2011-09-30,-0.018593937499934,-0.0166975283822064,-0.0196078553591478,-0.0097908339633518,-0.0232312841420682,-0.0108225106437896,-0.0162766885711009
