Date,Weighted Industry Change,PENN Change,MGM Change,LVS Change
2011-04-18,0.0247679160218858,0.0062517104866546,-0.0014502903658217,0.0502754489822351
2011-04-19,-0.0272220640166216,-0.0059395057760884,-0.0362318835571968,-0.0169638709669925
2011-04-20,-0.0119937761855361,0.0029545970053406,-0.0190336919316358,-0.0054229936719052
2011-04-21,0.005810708940843,0.0304124031317879,-0.0103473312942697,-0.0015204103699445
2011-04-25,0.0003625290961276,0.0050000321630247,-0.0014969689074325,1.1583053688266559e-16
2011-04-26,-0.0036921650526088,-0.011391799062094,-0.0030627841169856,-0.0034519925065682
2011-04-27,0.0010942172437712,0.0017447506084285,-0.0007710276542751,0.003670163747034
2011-04-28,-0.0098200063849843,-0.001990557707754,-0.0170542108418727,-0.0025873812811214
2011-04-29,0.0059588974231748,-0.0052212379635441,0.000790531951257,0.0131464822326369
2011-05-02,0.0109924341332481,0.000252107854526,0.0195924761375892,0.0029554442221911
2011-05-03,-0.0232554118123419,-0.0192697935804002,-0.0046331634614739,-0.0367492658389847
2011-05-04,0.0211007103879158,-0.00051685365826,0.036443147978763,-0.0083935792836231
2011-05-05,0.0091619490299212,-0.0007782971410028,0.0156027877590427,-0.00163741976197
2011-05-06,-0.0056277954746101,-0.0373211390814308,-0.0034482890161974,0.0002311029693294
2011-05-09,-8.564562257891451e-05,0.0095363731076646,0.0020463665268379,-0.0073495564560288
2011-05-10,0.0084641106911226,0.0251177912068362,0.0169952412883538,-0.0050667299696756
2011-05-11,-0.0010642658601536,-0.0071757453321712,-0.0134138035755817,0.0114678903096012
2011-05-12,-0.0011724425315151,0.0267671878601978,-0.0013860330797429,-0.0080018810102303
2011-05-13,-0.0006747318437024,-0.0157080735982317,0.0172771247675544,-0.0245019404554295
2011-05-16,-0.0363543381344201,-0.0157663671113244,-0.034320275033005,-0.0411022497448998
2011-05-17,0.0048482000564485,0.0052424977220591,0.0090152644766371,-0.0004835947715675
2011-05-18,0.0154789812891235,0.0143192526415572,0.023113538525233,-0.0004806646832563
2011-05-19,0.0165236153198624,-0.0017856989136236,0.0237467423466377,-0.001427493702981
2011-05-20,-0.0068820597843618,-0.0015392067025613,-0.0064599115473205,-0.0087864860252177
2011-05-23,-0.0140123187416703,-0.0117217951685981,-0.0066533219941478,-0.0224225736367686
2011-05-24,-0.008941108167972,0.0057546247682553,-0.002670224504363,-0.0163083723129337
2011-05-25,0.035205245174492,0.0327995524803406,0.0429818250431026,0.0218263652424235
2011-05-26,0.019690085865204,0.0125691578313274,0.0187945532156438,0.0222984517713756
2011-05-27,-0.0148957124163827,0.0019826644915828,-0.0209790167393187,-0.0076738534525067
2011-05-31,-0.0253142085674081,-0.0039350964291582,-0.0352112800745502,-0.0156398065279593
2011-06-01,-0.0117511673548169,-0.0196468480943277,-0.0300802010773844,0.0079251161357298
2011-06-02,0.0075733890682185,-0.0050761747386036,0.0102599571394493,0.0071615956417196
2011-06-03,-0.0057738647547101,-0.0136844881906228,-0.0159501036542128,0.0081456669601259
2011-06-06,-0.0327327328891727,-0.0104931361241776,-0.0343859488503974,-0.0327830274364266
2011-06-07,-0.0184171186107402,-0.0060686125952063,-0.0280575108166567,-0.0083598808261131
2011-06-08,-0.0300761376155089,0.0039925446153753,-0.0466321320331361,-0.0101359663703086
2011-06-09,-0.001573240928759,-0.0031770335141969,0.0077280050009679,-0.0153998747574005
2011-06-10,-0.0224281677124718,-0.0117240289487856,-0.0248640013729352,-0.0209383962950861
2011-06-13,-0.0223493174267477,-0.001618626735458,-0.0332560166300733,-0.005130855959163
2011-06-14,0.0089686150822566,0.0255169638371739,0.0078308084738253,0.0058450664765553
2011-06-15,-0.0102999241218502,-0.0037174400580992,-0.0188976200568975,0.0015325046297656
2011-06-16,-0.0312326029435204,-0.0193274378187378,-0.04038006526213,-0.0089974877914982
2011-06-17,-0.0144646591075702,-0.0080192411273571,-0.013854936426378,-0.0162245953748935
2011-06-20,-0.0001593726849479,0.0283954050377442,-0.0041875409395067,-0.0005285533214328
2011-06-21,0.0271967091293877,0.0258598977205781,0.0274999936421712,0.0270482859708504
2011-06-22,-0.0056708758879672,-0.004810130961913,-0.0081632964465082,-0.002043894164663
2011-06-23,0.0328945692819879,0.0180134434352671,0.0349127253214173,0.0312907642942729
2011-06-24,-0.0198669840156593,-0.0045546316717941,-0.0247802089484379,-0.0143360090263263
2011-06-27,0.0245215047233061,0.0012693926661787,0.026229561762412,0.0244710450082746
2011-06-28,0.0308207781333769,0.0202275833765629,0.024525273538156,0.0392495734008145
2011-06-29,-0.0213868864088115,-0.0106303460136385,-0.0226586250695627,-0.0209362367628608
2011-06-30,0.0151337701305005,0.0079959475871924,0.0200772380472019,0.0098086089687917
2011-07-01,0.029927113037458,0.0163286028399657,0.0308734831066431,0.0305235790655791
2011-07-05,0.0038273745711025,0.0146627472271806,-0.0007294112949678,0.0073092668740672
2011-07-06,0.0178464732127511,-0.0019389362860178,0.0287187294192798,0.000913680142592
2011-07-07,0.0303012596267771,0.0050602990339326,0.0373239253584624,0.018893391135522
2011-07-08,0.0397822421542194,0.0118960903146801,0.0425086857464439,0.0383659872614427
2011-07-11,-0.0412301642023963,-0.0182792962977242,-0.048037892488124,-0.0315186321102338
2011-07-12,0.0179992499586184,0.0104947668455546,0.0298507523385694,-0.0057339451548004
2011-07-13,0.0065889394537397,0.0078470345441635,0.004056823513959,0.0107231892852183
2011-07-14,-0.0114467825016024,-0.0145772511094548,-0.018666648864746,0.0008982914130672
2011-07-15,0.0024137223106334,-0.0057256761930442,0.0053872001111783,0.0015579722757346
2011-07-18,-0.0040046584512841,0.0065540599093751,0.0006766054846081,-0.011193194996538
2011-07-19,-0.0016090213785797,-0.0014837411178928,-0.0019379673035092,-0.0008850874539845
2011-07-20,-0.0013090870620482,0.016065274442965,-0.0051612854003905,-0.0011003353558897
2011-07-21,0.012029721917713,0.035952386069579,0.0038659448564878,0.0107244844209812
2011-07-22,0.0145388738222152,0.0052559513453151,0.0173857348619551,0.012375155836507
2011-07-25,0.0062395536529571,-0.0066300570687724,0.0127958930134845,0.0006500276989168
2011-07-26,0.0046743042563952,-0.0130944283949441,0.0082592195890281,0.0032502211532434
2011-07-27,-0.0252907981008289,-0.0063112779595903,-0.0332080032396245,-0.019043716776858
2011-07-28,-0.0059916671115347,-0.0063380442068928,-0.0064934694982124,-0.0052753746195365
2011-07-29,0.0102906644351564,0.0004771657902019,0.0059919571351979,0.0172487972970427
2011-08-01,-0.0166791043701139,-0.0116141261911212,-0.0262483899113955,-0.0088843035458554
2011-08-02,-0.0650273334266664,-0.0303103945929746,-0.0795755845713708,-0.0470219450731409
2011-08-03,0.0097006156087553,0.0004993263149602,0.0063829217360769,0.0160695264001492
2011-08-04,-0.0752800716501481,-0.0412239962406198,-0.0878962721159854,-0.0587595368467787
2011-08-05,-0.0357944285030564,-0.0176623413048877,-0.0269024116304575,-0.0468928149096393
2011-08-08,-0.0326549942094024,-0.0487066538986099,-0.0170357592133146,-0.0498854425757488
2011-08-09,-0.0370664119296494,0.0179589763167664,-0.0737364881649568,0.0341261552329301
2011-08-10,-0.0278279937153797,-0.0100401342798611,-0.0496780098931208,-0.003034970758812
2011-08-11,0.0602023632300982,0.0587557742251395,0.0557656102875681,0.0649999618530275
2011-08-12,0.0012788790216736,0.0032284307992457,0.0008679926050508,0.0016084488531234
2011-08-15,0.022131317336995,0.0404901807221739,0.0307692834376358,0.0108010701410743
2011-08-16,-0.0089689094245335,-0.002068691464567,-0.019442057795405,0.0006776322337176
2011-08-17,-0.0129538250986133,-0.0211503459942017,-0.0195412478305328,-0.0047190805499472
2011-08-18,-0.0189545857771806,-0.0244433355031008,-0.0262902089317398,-0.0035528546078143
2011-08-19,-0.0066376973813476,0.0175636724200932,-0.0276356648017468,0.0224802336389017
2011-08-22,-0.0600983389345434,-0.0193407604556008,-0.0757575786766892,-0.0474289845157684
2011-08-23,0.0117020509455966,0.0249653103569074,-0.0043057009706434,0.0405536220633643
2011-08-24,0.0720111271304423,0.0235262394323608,0.1010752216241647,0.0210772293934659
2011-08-25,-0.0486657316981788,-0.0577882145109122,-0.0521739074348079,-0.0416476575683153
2011-08-26,0.0520846430493929,0.0347241531727186,0.0543589469714042,0.050827206739768
2011-08-29,0.0376797309594643,0.0300932060032066,0.048872132266019,0.0218603502611829
2011-08-30,0.0235861015677924,0.0313147104438077,0.0182481577161521,0.0273224043715847
2011-08-31,-0.025082516412754,-0.0047500041917383,-0.0280948761064902,-0.0228703347897109
2011-09-01,-0.0187195968918384,-0.0186632649511494,-0.0248888651529948,-0.012348346092847
2011-09-02,-0.022164938379956,-0.0081322385891888,-0.0337079213543747,-0.0033149508481527
2011-09-06,0.0495372917368226,0.0048886212765977,0.0498473830031759,0.054993084215281
2011-09-07,0.0194582248344577,0.0132310422349261,0.0226202386954308,0.0171683206454358
