Date,Weighted Industry Change,PENN Change,MGM Change,LVS Change
2011-09-08,-0.0163176841255413,-0.0168509707463895,-0.0185528584619002,-0.0136012034615325
2011-09-09,-0.0308614041428134,-0.0244166980983526,-0.0454115001035778,-0.0106112056734717
2011-09-12,0.0433286327100589,0.023546101157854,0.0466531495095394,0.0423152878611834
2011-09-13,0.0024110440743763,0.0013789679354474,0.0,0.0062985351739026
2011-09-14,-0.0118478959854669,0.0051912615224188,-0.0093633313307366,-0.0159387380640684
2011-09-15,-0.0065736465201394,-0.0244229884037304,-0.0027906728345294,-0.0058406088301571
2011-09-16,-0.0015074168116019,-0.0030054550657499,0.0093545730023444,-0.0100125063826954
2011-09-19,0.0429164137040804,0.0256695706128274,0.0293283281520336,0.0575972571563492
2011-09-20,-0.0177389110240231,-0.037537116274365,-0.0195555792914498,-0.0135985787988155
2011-09-21,-0.0295514602215139,-0.0211228637508699,-0.0408163282575634,-0.0193206626727553
2011-09-22,-0.0218683936089771,-0.0246305463877481,-0.0096339480122552,-0.03571428278315
2011-09-23,0.0123358939393534,0.0327869079177727,0.0227948006697836,-0.0033684643003263
2011-09-26,-0.005497824115202,0.0166284864791587,0.014299387557432,-0.0228136989185917
2011-09-27,-0.0205212953451841,-0.0033342807164559,-0.0282074133210692,-0.0141187553164238
2011-09-28,-0.0344566285782218,-0.0373176520324348,-0.0419775931022304,-0.0243575453092267
2011-09-29,-0.0624357276091217,-0.0014326437180594,-0.0569800040845881,-0.075804993227036
2011-09-30,-0.0450068381701158,-0.023467318993768,-0.0520408386689626,-0.0393385041550186
2011-10-03,-0.0525566124952934,-0.0197209039944242,-0.09161157162678,-0.0091767924315582
2011-10-04,0.0616521593204378,0.0622665073278353,0.0581113231157024,0.0671030849621325
2011-10-05,0.0184123262723137,0.0413611512731946,0.0080831057803235,0.0232321599348665
2011-10-06,0.0311480874922666,0.0227527472162899,0.0475137394960153,0.0106202902116323
2011-10-07,-0.0427849471573333,-0.0103429589624894,-0.0663211828961616,-0.017701204128084
2011-10-10,0.0415813735636777,0.0333785171925691,0.0390033183321631,0.0459554282379894
2011-10-11,0.0328866108678177,0.0061008070336004,0.0457447151729792,0.0142598701621427
2011-10-12,-0.0155435292857733,-0.002596016018274,-0.0109019433784002,-0.0271691034257721
2011-10-13,0.0081744812107397,-0.002347962908877,0.0210210253211517,-0.0090517701654755
2011-10-14,-0.007774034815252,-0.011565143326017,-0.0154142433186985,0.0042165694833202
2011-10-17,-0.008489584160577,0.0229765392051071,-0.0186274101898232,-0.0053511231200598
2011-10-18,0.0432836920945272,0.0421994626936968,0.0584088525560007,0.0186979464398965
2011-10-19,-0.0296739818706183,-0.0319725028756952,-0.0260365966315342,-0.035364772797271
2011-10-20,-0.0292209845521357,-0.0941693468436066,0.0080563868325721,-0.0240711047430796
2011-10-21,-0.0105457112888838,-0.016384655492267,0.00887566034185,-0.0277843247294413
2011-10-24,0.0651142737593647,0.0295000956302726,0.0791295962316377,0.0519327136945195
2011-10-25,-0.0238024554362429,-0.0290356862190774,-0.0110700999879999,-0.046917491952346
2011-10-26,-0.0064218605077368,-0.0070422414524893,-0.0146118584656714,0.0018437850237392
2011-10-27,0.0248359062399416,-0.0203433969324984,0.0454951139292,-0.0041675504731974
2011-10-28,0.0234721274329013,0.0008130991147587,0.0255972853156698,0.023824777421211
2011-10-31,-0.0116753382273844,-0.0136986602153981,-0.0220712462734447,0.0006394414996801
2011-11-01,0.0282297143458934,0.0103240668160844,0.0191605873554796,0.0438344794597503
2011-11-02,-0.0036471348129612,0.0069677444535724,-0.0034995591238009,-0.0059744728071189
2011-11-03,-0.0272574554842122,-0.0079148118454976,-0.0342034316997061,-0.0051282051282051
2011-11-04,0.0100229016348076,-0.0121884432670632,0.0215154822206641,-0.0006240644786213
2011-11-07,0.0035490854106232,-0.0084293290208114,0.0156826636440001,-0.0154553396399063
2011-11-08,-0.0110609928232254,-0.0075842885674285,-0.0252252862182725,0.0137102199529828
2011-11-09,-0.0361432351634851,-0.0098550745900951,-0.0474833820208386,-0.0167906679774199
2011-11-10,-0.0320515622371633,-0.0023208735569339,-0.0321325085366382,-0.0377888133903036
2011-11-11,0.0302042269625475,-0.0051993400169896,0.0258964372380184,0.0394529992704102
2011-11-14,0.0191324500533299,-0.0052417341211789,-0.0096898673209813,0.0413043809973674
2011-11-15,0.0093164647597369,0.0117715814913482,0.0167487766190242,0.001262920972654
2011-11-16,-0.0090675388388549,-0.0067607411558739,-0.0166177057895024,-0.0023384483037977
2011-11-17,-0.0299803187690967,0.0162866555295631,-0.0376237722859986,-0.0308798460695387
2011-11-18,-0.0109261104967558,0.0211839645552166,-0.012084580248858,-0.0260326827966754
2011-11-21,-0.0125918052695316,-0.003182860252382,-0.0156413524314815,-0.0110960525398532
2011-11-22,0.0290873131077906,0.0148688075150579,0.0384204547571099,0.0177133755725994
2011-11-23,-0.0265430112625839,-0.0162318659841901,-0.0302398287006046,-0.0247650038050753
2011-11-25,-0.0004853353317841,0.0044365544087362,-0.0032257776726798,0.0014171320990736
2011-11-28,0.01810559245176,0.0103063328340564,0.0186916202530314,0.0192264715317964
2011-11-29,-0.0247144942607259,0.0011312290064149,-0.0245901399067547,-0.0310628252797545
2011-11-30,0.0249848228745066,0.0220325231774863,0.0249003985009835,0.0256916588806301
2011-12-01,0.0060698530737065,-0.0064865278972115,0.0059171068945666,0.0084233130901709
2011-12-02,-0.0148889694548747,0.003759479401981,-0.0135527922901012,-0.0233446200988082
2011-12-05,-0.0097034622671671,-0.0052770786252995,-0.0019268263529059,-0.021562730961635
2011-12-06,-0.0072509411024044,-0.0138556705758377,-0.0096898673209813,-0.0015333996163074
2011-12-07,0.0144360430177918,-0.0013575117712865,0.0195121765136719,0.00973879202605
2011-12-08,-0.034585865842742,-0.0311466329714617,-0.041747601671171,-0.0283210179522269
2011-12-09,0.001085576752852,0.0203620028252692,0.0029999732971188,-0.003851340536837
2011-12-12,-0.0032280072521282,0.0061797555776098,-0.0020181134608775,-0.0069589244447496
2011-12-13,-0.0376820221681078,-0.0214425436689777,-0.0410410267072728,-0.0358465076686087
2011-12-14,-0.0202289997992176,0.0005722497434742,-0.0282722986776081,-0.0139793156806668
2011-12-15,-0.0143184636190612,0.006506317158873,-0.0138004366653959,-0.0204130280158553
2011-12-16,0.0008668256248952,0.0030674749204694,-0.001075293406101,0.0024136730240043
2011-12-19,-0.0426107904469739,-0.0137551883518665,-0.0404254442752856,-0.0504576741394505
2011-12-20,0.0232625654679984,0.0176649157800075,0.0174103164735673,0.0295399816765215
2011-12-21,0.0150572614828489,0.0092466702580372,0.0150053959772319,0.0163121147482601
2011-12-22,-0.0049877277867537,0.0099784032757403,-0.0052466098778444,-0.0083507447287093
2011-12-23,0.0314780227321931,0.0106044096380259,0.0440251654060135,0.0125581608262174
2011-12-27,0.0347402074881151,0.0065480007932417,0.0420000076293945,0.0094079814177507
2011-12-28,-0.0314161714897337,-0.0140186179037172,-0.0307396445259092,-0.035267331289049
2011-12-29,0.0084745338503206,0.0052631917797635,0.0128458612560287,0.0014055135915015
2011-12-30,0.015679140514727,-0.0031422040337378,0.0255654107110472,0.0032871422668902
2012-01-03,0.03482245537825,-0.0170322046346433,0.0451551775229283,0.018310896701854
2012-01-04,0.0042809662771402,0.0039567370343733,0.0100640122237832,-0.0086089957718564
2012-01-05,0.0076604818209892,0.0210859487637426,0.0164383843206533,-0.0062269477390002
2012-01-06,-0.0155516515659523,-0.0216830442017601,-0.0062499728585987,-0.0220315581278222
2012-01-09,0.0079815899814142,0.0297495028980732,0.0125223064245915,-0.011698642497993
2012-01-10,0.0030521329012702,-0.0067331836345663,-0.003484317373521,0.0127196858397541
2012-01-11,0.0476528592434826,0.017180398338848,0.0584070651568003,0.026315736638543
2012-01-12,0.0158229557181812,0.0167123724100604,0.0133667371631417,0.0186936483746212
2012-01-13,0.0289688654359313,0.0217989488673324,0.0274542355356489,0.0318171215541331
2012-01-17,-0.0059614904500344,-0.0127171267395541,-0.0120967438020013,0.0034632001032445
2012-01-18,0.0246716656305834,0.0138785469032497,0.0316044882354921,0.0142950766360067
2012-01-19,-0.0014200120870967,0.0114661560901296,0.0015649810783698,-0.0067839666577492
2012-01-20,-0.0082171200919638,-0.015199106596968,-0.0101801182287259,-0.0032182262157187
2012-01-23,0.0273057991775078,-0.0034432612459187,0.0322074482191535,0.0248181387624237
2012-01-24,0.0120543534292379,0.0052538949898514,0.017001566782299,0.0079932108981902
2012-01-25,0.0163606883594849,0.0094574500829974,-0.0053111264702356,0.0390641902717169
2012-01-26,-0.0142896362876352,0.0061230140159158,-0.0113636076286142,-0.0190303882830102
2012-01-27,0.0204658648000222,0.0190104475885733,0.0232737958937257,0.0164203451768511
2012-01-30,0.0122724624695987,-0.0106202900156119,0.0170146410024774,0.0108696187907802
2012-01-31,-0.0126427128819674,-0.0026796505418386,-0.0121120247501947,-0.0142512864075031
2012-02-01,0.0247519521824975,0.0029026740966743,0.0324038686260853,0.0166126354271611
2012-02-02,0.008586564558656,-0.0032274549391998,0.0160818207928881,0.0063054127058958
2012-02-03,0.0200683684961352,0.0075776322458859,0.0271622673808339,0.0138671694119696
2012-02-06,0.0001006890806646,0.0217497142318762,-0.0035536061226025,0.0025316664455355
2012-02-07,-0.0025020409515722,0.0031249439149679,-0.0014305797384995,-0.0056474607487326
2012-02-08,0.0160605651527245,0.0004788797466393,0.0192857469831195,0.0142189236475786
2012-02-09,0.0092232551148655,0.002644858165703,0.0118881170647876,0.0067049515135176
2012-02-10,0.0158949704883425,0.0053333164268416,0.0288326188265098,-0.0078846124502329
2012-02-13,-0.0055605701270861,0.0002396051436584,-0.0095108927162413,-0.0019466318123481
2012-02-14,0.0073175029992204,0.0019221651813449,0.0041551538338137,0.0137120621626037
2012-02-15,-0.0023638420587495,0.0004780783770222,-0.0041180142209402,-0.0003846241877628
2012-02-16,0.0199784259457386,-0.0069344498761551,0.0200692017772264,0.024033840421842
2012-02-17,-0.0131401892279054,0.004547634359859,-0.0094594825350336,-0.0215013870437043
2012-02-21,-0.0333257871227487,-0.0132827174498334,-0.0438005771914522,-0.0024344768614328
2012-02-22,0.002201714989926,-0.01389558248354,0.0021834561241092,0.0062029701433258
2012-02-23,0.0165655890568781,0.025765689486828,0.0222063337227502,-0.0031775358681365
2012-02-24,-0.0113208249666356,0.0087615252407378,-0.019607824804415,0.0028195058088444
2012-02-27,-0.0093740390025766,0.016125210292407,-0.0129964115680898,-0.0041306311103828
2012-02-28,0.0240055164053423,0.0218906977015559,0.0225947128213516,0.0284643557983753
2012-02-29,-0.004741578492054,-0.000469767894431,-0.0129031794955234,0.0045158959039687
2012-03-01,0.0098880215963558,0.007515214339088,0.0108853828092382,0.0094155048974367
2012-03-02,-0.0112687319350682,-0.0046718354583788,-0.0064608866199701,-0.0167422232633064
2012-03-05,-0.0260596476126138,0.0009394141752576,-0.0267922395359104,-0.0285410497200243
2012-03-06,-0.0046543193555417,-0.0186584743443486,-0.0022883092110464,-0.0061785811140273
2012-03-07,0.0165754841496255,0.0278845907179258,0.0189969607065886,0.0104731166225768
2012-03-08,0.0021405463773937,0.0074332650761859,-0.003610121975286,0.0122666055793614
2012-03-09,-0.0142679681314641,0.0013808578579442,-0.0150862095543092,-0.0170311396384394
2012-03-12,-0.012869935066295,-0.013351786556297,-0.0116788211415813,-0.0139492834623408
2012-03-13,0.0346543517670848,0.0071726267274986,0.046545479514382,0.0194227571584776
2012-03-14,-0.0105327126927704,-0.0011514776470724,-0.0153417199921792,-0.0044476072597739
2012-03-15,0.0279125060881324,0.0004602535928372,0.0315567883620167,0.0256821586328973
2012-03-16,-0.0192338821919304,1.943487423857444e-16,-0.0243572167240409,-0.0142807335592653
2012-03-19,0.0195693243216704,0.0126553726492889,-0.0006915787590216,0.0361023047496456
2012-03-20,-0.009759967411754,-0.0049694895106287,-0.0027952453305447,-0.0166523814712981
2012-03-21,-0.0047546222881348,0.0119774069894277,-0.002793293485019,-0.0096785580259885
2012-03-22,-0.0024439795289756,0.0056280603076459,0.0,-0.0055267648772199
2012-03-23,0.0039734582938149,-0.010337097396436,0.0099572820391321,-0.0015619603307226
2012-03-26,0.0067460851985077,0.0124294349716948,0.0041436755188896,0.0099571129794796
2012-03-27,-0.0033477095370974,-0.0020125588501562,-0.0013774419513173,-0.0069303557888707
2012-03-28,-0.0276823003788541,-0.0201252112116233,-0.0364260980084854,-0.0098959533358586
2012-03-29,-0.0029306299562874,-0.0116544337540672,-0.0028797668008879,-0.0013944224829497
2012-03-30,-0.0214251240994068,-0.0126350206675335,-0.0312944893972919,-0.0032894500039858
2012-04-02,0.0079008714955419,0.0125786484860228,0.0029239737544373,0.0127421806697593
2012-04-03,0.0074204316088588,-0.0126117468086641,0.0101523091885449,0.011722122476314
2012-04-04,-0.012413534593615,-0.0035186468195236,-0.0145454406738282,-0.0124374024580121
2012-04-05,0.0127722838514305,-0.0083218284601718,0.0059171539199259,0.0249432486447943
2012-04-09,0.0345643255805208,0.0009466517510612,0.0112275880283889,0.0500606168814198
2012-04-10,-0.0388773966688221,-0.0228137343309758,-0.0417889027970274,-0.0401051712785899
2012-04-11,0.0183183175145811,0.0028804793934196,0.0179641265688603,0.0212730397766079
2012-04-12,0.0095926627910035,-0.0016670492324491,0.018368846899812,0.0032867833681952
2012-04-13,0.0023994631650691,-0.0069278235080254,0.0072359177769865,-0.0021350150996606
2012-04-16,-0.0190109913617465,0.0052808282626171,-0.0206994972958806,-0.0220783830344763
2012-04-17,-0.0074556737227789,0.0007119923413525,-0.0043258447323314,-0.0097315105907135
2012-04-18,0.0018569813274182,0.0272835616028465,-0.0043447080227071,-0.0001676445612931
2012-04-19,-0.0186458475409421,-0.0317391049188565,-0.0057761676175178,-0.0270089853992747
2012-04-20,-0.0119074316966168,0.0215149639083856,-0.0259365744747148,-0.0110997525723311
2012-04-23,-0.0061852239451864,0.0031034977700914,-0.0098113293917674,-0.0024552681256489
2012-04-24,-0.0106691662119727,-0.0097001456156341,-0.01804509531401,-0.0017698844977184
2012-04-25,0.0165667695537564,-0.007054625995464,0.0067873417069675,0.0260079916208503
2012-04-26,0.0082359329377034,0.0124333780679334,0.0268256076475867,-0.0015772897024501
2012-04-27,-0.011302087723766,-0.0137465188929153,0.00364167461048,-0.0210268226626303
2012-04-30,-0.0134485479690615,-0.0066254377048907,-0.0197223895080495,-0.0092839967621728
2012-05-01,-0.0029354387905387,-0.0015542542042875,-0.0111606862510033,0.0054073402944454
2012-05-02,0.0080163401341565,0.0037912115047681,0.0142215972260639,0.0008954018073766
2012-05-03,-0.0150457209174134,-0.0075875933787951,-0.0137404809110076,-0.0188848788826722
2012-05-04,-0.0177817519031857,-0.0038478481666725,-0.0280592095727195,-0.0027634066793467
2012-05-07,-0.0097007025873133,-0.0113999336221246,-0.0145867344367925,-0.0020576246209386
2012-05-08,-0.0145744279148184,0.0243393449916154,-0.0223509524664403,-0.0126201164384421
2012-05-09,0.0021991941437448,0.0056922282150466,0.0051768304704451,-0.0011647750058004
2012-05-10,-0.0071189074863029,0.0201522483349079,-0.0218120995988005,-0.0114634786467693
2012-05-11,0.0132870285596279,0.0097474213187181,0.0192813558256714,0.0095722151125656
2012-05-14,-0.0280183648365384,-0.0037635140100828,-0.0296166561385891,-0.0314342287004622
2012-05-15,-0.013370589861916,0.0190941196633385,-0.0222024862271984,-0.0161290173724087
2012-05-16,-0.0153700412359806,-0.0076336137703856,-0.0188848957111666,-0.0128309016903537
2012-05-17,-0.040911057156344,-0.0214301329075567,-0.0510949286193049,-0.0336134322376393
2012-05-18,-0.0166358282123002,-0.0126413950400401,-0.0105363660056016,-0.0250157375308635
2012-05-21,0.0401378573829441,0.0282574973706634,0.0482160082466616,0.0330258860294798
2012-05-22,-0.0136511030914082,-0.0069807557395257,-0.0174151771806276,-0.010339123111859
2012-05-23,0.0185172469395124,0.0077656304194461,0.0150801890917813,0.0235868415482938
2012-05-24,-0.0050080582634038,0.0006601922893587,-0.0027598650678041,-0.0095081208973573
2012-05-25,0.0002178591450771,-0.0024181061049529,-0.0046083123481044,0.0052443887057429
2012-05-29,0.0151440517908359,0.0077177772846065,0.0238313687001114,0.0096786942486448
2012-05-30,-0.0054285673517197,0.0103683594563128,0.0,-0.0153145254230784
2012-05-31,-0.0196908659074358,0.000871275499371,-0.0064219905755974,-0.0324743191268827
2012-06-01,-0.0269332744685707,-0.0242007943591324,-0.0123809632800873,-0.0384873004891501
2012-06-04,-0.0050978668886515,-0.0277462243579096,-0.0009597148568727,-0.0030359894685133
2012-06-05,0.0528128031441474,0.0128776045370218,0.0550724322527296,0.058533093798328
2012-06-06,0.0088224467373413,0.0034411540973402,0.0108108001292874,0.0072099194462963
2012-06-07,-0.0322026201505832,-0.0219109743338005,-0.0260643079729987,-0.039924385790858
2012-06-08,0.0170368828352808,0.0048488203534754,0.0215247294173557,0.0165271040622992
2012-06-11,-0.0449306796366303,-0.0218480179867369,-0.0482758966552507,-0.0496514303381339
2012-06-12,0.0133578401251443,0.0130475153594123,0.0135256642440414,0.0132979233825813
2012-06-13,-0.0109061312827574,-0.0092208978235451,-0.0134771402212267,-0.0089794097411795
2012-06-14,0.0168016963787896,0.0125144175486309,0.0109290386371874,0.0228341280406135
2012-06-15,-0.0184905584226139,-0.0018290012125836,-0.0296495885276665,-0.0046265496209843
2012-06-18,0.0132614762285346,0.0291954693515642,0.011121398144887,0.0080447063765712
2012-06-19,0.0143120990783948,0.0109619677301097,0.0127273039384322,0.017142830314217
2012-06-20,-0.0026926306187207,-0.0097431049076248,0.00357142522627,-0.0092612600118344
2012-06-21,-0.026552467547915,-0.0292002189111028,-0.0240213086821529,-0.0275967067607758
2012-06-22,-0.0051760963742149,-0.0033594603702048,-0.0081227575097116,-0.0020111765941427
2012-06-25,-0.0254685070174711,0.0093118209831157,-0.032287857614667,-0.02610664542791
2012-06-26,0.0035336633435117,0.0013528359575122,0.0018938923574473,0.0060847680556016
2012-06-27,-0.0014426217403224,0.0015783403202275,0.0047259159825541,-0.006028335956214
2012-06-28,0.0079880848925474,-0.007681881566839,0.0227487930596375,-0.0049411549287683
2012-06-29,0.001685235408209,0.0,0.004500467351933,-0.0016069718231722
2012-07-02,-0.0041038185910551,-0.0046990914611615,0.0,-0.006703585577481
2012-07-03,0.0029697763693985,-0.0029153997699008,0.0063290860911781,0.0011592681618899
2012-07-05,0.0016908502858113,0.0053643618678703,-0.0099099645559649,0.0120789887800048
2012-07-06,-0.0042469942164866,0.0078142709328353,0.0,-0.0146443761369496
2012-07-09,-0.0156581416504952,-0.0031652450561522,-0.0250696793210475,-0.0083511924456068
2012-07-10,-0.0275848149136149,-0.0499442947287557,-0.0226201488109495,-0.0190476008823938
2012-07-11,-0.0116061825215215,-0.0183185268860376,-0.0125725447313829,-0.007023514388402
2012-07-12,-0.0301097391263109,-0.0078947121453375,-0.0327380879170406,-0.0321146060217749
